"seq_unique","IGHA2","IGHA1"
"seq1",2,0
"seq2",7,0
"seq3",1,0
"seq4",14,0
"seq5",2,0
"seq6",1,0
"seq7",1,0
"seq8",1,1
"seq9",0,1
