seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1:sequence_8:sequence_11:sequence_18:sequence_27:sequence_44:sequence_59:sequence_78,PCs,IGHA2,HH119-SI-MILF:HH119-SILP,1,2,2
seq10,sequence_29,PCs,IGHA2,HH119-SILP,1,2,1
seq11,sequence_35:sequence_49,PCs,IGHA2,HH119-SILP,1,2,1
seq12,sequence_46,PCs,IGHA1,HH119-SILP,1,1,1
seq13,sequence_51,PCs,IGHA2,HH119-SILP,1,2,1
seq14,sequence_60,PCs,IGHA2,HH119-SILP,1,2,1
seq15,sequence_68,PCs,IGHA2,HH119-SILP,1,2,1
seq16,sequence_73,PCs,IGHA2,HH119-SILP,1,2,1
seq2,sequence_2:sequence_4:sequence_14:sequence_16:sequence_20:sequence_21:sequence_23:sequence_24:sequence_25:sequence_30:sequence_31:sequence_33:sequence_34:sequence_36:sequence_38:sequence_40:sequence_42:sequence_43:sequence_47:sequence_48:sequence_53:sequence_55:sequence_57:sequence_58:sequence_61:sequence_62:sequence_64:sequence_65:sequence_66:sequence_67:sequence_70:sequence_71:sequence_76:sequence_77,PCs,IGHA2,HH119-SILP,1,2,1
seq3,sequence_3,PCs,IGHA2,HH119-SILP,1,2,1
seq4,sequence_5:sequence_7:sequence_10:sequence_12:sequence_13:sequence_26:sequence_32:sequence_37:sequence_50:sequence_52:sequence_54:sequence_63,PCs,IGHA2,HH119-SILP,1,2,1
seq5,sequence_6,PCs,IGHA2,HH119-SILP,1,2,1
seq6,sequence_9:sequence_19,PCs,IGHA2,HH119-SILP,1,2,1
seq7,sequence_15:sequence_28:sequence_39:sequence_41:sequence_45:sequence_69:sequence_72:sequence_74:sequence_75,PCs,IGHA2,HH119-SILP,1,2,1
seq8,sequence_17,PCs,IGHA2,HH119-SILP,1,2,1
seq9,sequence_22:sequence_56,PCs,IGHA2,HH119-SILP,1,2,1
