seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1,PCs,IGHA2,HH119-SI-MILF,1,1,3
seq10,sequence_14:sequence_22,PCs,IGHA2,HH119-SILP,1,1,2
seq11,sequence_15,PCs,IGHA2,HH119-SILP,1,1,2
seq12,sequence_17,PCs,IGHA2,HH119-SILP,1,1,2
seq13,sequence_19,PCs,IGHA2,HH119-SILP,1,1,2
seq14,sequence_24,PCs,IGHA2,HH119-SILP,1,1,2
seq15,sequence_28,PCs,IGHA2,HH119-SILP,1,1,2
seq16,sequence_31:sequence_33:sequence_41:sequence_50,PCs,IGHA2,HH119-SILP,1,1,2
seq17,sequence_32:sequence_34,PCs,IGHA2,HH119-SILP,1,1,2
seq18,sequence_35,PCs,IGHA2,HH119-SILP,1,1,2
seq19,sequence_36,PCs,IGHA2,HH119-SILP,1,1,2
seq2,sequence_2:sequence_4:sequence_7:sequence_8:sequence_11:sequence_18:sequence_23:sequence_26:sequence_27:sequence_44:sequence_54:sequence_55:sequence_57:sequence_58:sequence_60,PCs,IGHA2,HH119-SI-MILF:HH119-SILP,1,1,4
seq20,sequence_37:sequence_38:sequence_40,PCs,IGHA2,HH119-COLP:HH119-SILP,1,1,1
seq21,sequence_42:sequence_61,PCs,IGHA2,HH119-SILP,1,1,2
seq22,sequence_43:sequence_52,PCs,IGHA2,HH119-SILP,1,1,2
seq23,sequence_49,PCs,IGHA2,HH119-SILP,1,1,2
seq24,sequence_56,PCs,IGHA2,HH119-SILP,1,1,2
seq3,sequence_3:sequence_29,PCs,IGHA2,HH119-SILP,1,1,2
seq4,sequence_5:sequence_51:sequence_59,PCs,IGHA2,HH119-SILP,1,1,2
seq5,sequence_6,PCs,IGHA2,HH119-SILP,1,1,2
seq6,sequence_9,PCs,IGHA2,HH119-SILP,1,1,2
seq7,sequence_10,PCs,IGHA2,HH119-SILP,1,1,2
seq8,sequence_12:sequence_16:sequence_25:sequence_39:sequence_45:sequence_46:sequence_47:sequence_48:sequence_53,PCs,IGHA2:IGHA1,HH119-SILP,1,2,2
seq9,sequence_13:sequence_20:sequence_21:sequence_30,PCs,IGHA2,HH119-SILP,1,1,2
