"seq_unique","IGHA2","IGHA1"
"seq1",2,0
"seq10",1,0
"seq11",1,0
"seq12",1,0
"seq13",2,0
"seq14",0,1
"seq15",1,0
"seq16",1,0
"seq17",5,1
"seq18",3,1
"seq19",1,0
"seq2",1,0
"seq20",1,0
"seq21",1,0
"seq3",1,0
"seq4",1,0
"seq5",1,0
"seq6",1,0
"seq7",0,1
"seq8",1,0
"seq9",0,1
