seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1:sequence_6:sequence_87:sequence_96,PCs,IGHA1,HH119-SI-MILF:HH119-SILP,1,1,2
seq10,sequence_14:sequence_29:sequence_67:sequence_76:sequence_79:sequence_99:sequence_115:sequence_119,PCs,IGHA1,HH119-SILP,1,1,1
seq11,sequence_16:sequence_17:sequence_71,PCs,IGHA1,HH119-SILP,1,1,1
seq12,sequence_22:sequence_23:sequence_25:sequence_68:sequence_84:sequence_95:sequence_105:sequence_107,PCs,IGHA1,HH119-SILP,1,1,1
seq13,sequence_26,PCs,IGHA1,HH119-SILP,1,1,1
seq14,sequence_27:sequence_28:sequence_89,PCs,IGHA1,HH119-SILP,1,1,1
seq15,sequence_32,PCs,IGHA1,HH119-SILP,1,1,1
seq16,sequence_35,PCs,IGHA1,HH119-SILP,1,1,1
seq17,sequence_38,PCs,IGHA1,HH119-SILP,1,1,1
seq18,sequence_40,PCs,IGHA1,HH119-SILP,1,1,1
seq19,sequence_43,PCs,IGHA1,HH119-SILP,1,1,1
seq2,sequence_2:sequence_85,PCs,IGHA1,HH119-SI-MILF:HH119-SILP,1,1,2
seq20,sequence_50,PCs,IGHA1,HH119-SILP,1,1,1
seq21,sequence_52,PCs,IGHA1,HH119-SILP,1,1,1
seq22,sequence_57,PCs,IGHA1,HH119-SILP,1,1,1
seq23,sequence_60,PCs,IGHA1,HH119-SILP,1,1,1
seq24,sequence_64,PCs,IGHA1,HH119-SILP,1,1,1
seq25,sequence_72:sequence_78:sequence_111:sequence_112,PCs,IGHA1,HH119-SILP,1,1,1
seq26,sequence_90,PCs,IGHA1,HH119-SILP,1,1,1
seq27,sequence_92,PCs,IGHA1,HH119-SILP,1,1,1
seq28,sequence_94,PCs,IGHA1,HH119-SILP,1,1,1
seq29,sequence_108,PCs,IGHA1,HH119-SILP,1,1,1
seq3,sequence_3:sequence_19:sequence_75:sequence_106,PCs,IGHA1,HH119-SI-MILF:HH119-SILP,1,1,2
seq30,sequence_110,PCs,IGHA1,HH119-SILP,1,1,1
seq31,sequence_114:sequence_118:sequence_120,PCs,IGHA1,HH119-SILP,1,1,1
seq32,sequence_121,PCs,IGHA1,HH119-SILP,1,1,1
seq4,sequence_4,PCs,IGHG3,HH119-SI-PP_Fol-30,1,2,4
seq5,sequence_5,PCs,IGHA1,HH119-SI-PP_Fol-12,1,1,3
seq6,sequence_7:sequence_8:sequence_15:sequence_18:sequence_20:sequence_21:sequence_24:sequence_30:sequence_31:sequence_34:sequence_37:sequence_39:sequence_41:sequence_42:sequence_44:sequence_45:sequence_46:sequence_47:sequence_48:sequence_49:sequence_51:sequence_53:sequence_54:sequence_55:sequence_56:sequence_58:sequence_59:sequence_61:sequence_62:sequence_63:sequence_65:sequence_69:sequence_70:sequence_73:sequence_74:sequence_77:sequence_81:sequence_82:sequence_83:sequence_86:sequence_88:sequence_91:sequence_93:sequence_97:sequence_98:sequence_101:sequence_102:sequence_103:sequence_104:sequence_109:sequence_113:sequence_116:sequence_117:sequence_122:sequence_123,PCs,IGHA1,HH119-SILP,1,1,1
seq7,sequence_9:sequence_10:sequence_33:sequence_36:sequence_80,PCs,IGHA1,HH119-SILP,1,1,1
seq8,sequence_11:sequence_13:sequence_66,PCs,IGHA1,HH119-SILP,1,1,1
seq9,sequence_12:sequence_100,PCs,IGHA1,HH119-SILP,1,1,1
