"seq_unique","IGHA1","IGHA2"
"seq1",13,2
"seq10",2,0
"seq11",4,0
"seq12",1,0
"seq13",0,1
"seq14",1,0
"seq15",1,0
"seq16",0,2
"seq17",0,1
"seq18",1,0
"seq19",1,0
"seq2",1,0
"seq20",0,14
"seq21",1,0
"seq22",1,0
"seq3",10,4
"seq4",32,2
"seq5",1,0
"seq6",4,0
"seq7",1,0
"seq8",0,2
"seq9",1,0
