"seq_unique","PCs"
"seq1",1
"seq10",1
"seq11",1
"seq12",1
"seq13",1
"seq14",1
"seq15",7
"seq16",1
"seq17",1
"seq2",3
"seq3",4
"seq4",4
"seq5",1
"seq6",1
"seq7",1
"seq8",1
"seq9",1
