"seq_unique","IGHA1","IGHA2"
"seq1",2,0
"seq10",1,0
"seq11",1,0
"seq12",6,0
"seq13",7,0
"seq2",9,0
"seq3",2,0
"seq4",12,0
"seq5",1,0
"seq6",0,1
"seq7",2,0
"seq8",1,0
"seq9",1,0
