seq_unique,seq_name,L1_annotation,c_call,sample_clean_fol,L1_annotation_int,c_call_int,sample_clean_fol_int
seq1,sequence_1,PCs,IGHA2,HH119-SI-MILF,2,2,4
seq10,sequence_11:sequence_12:sequence_215:sequence_271:sequence_343:sequence_465:sequence_502:sequence_509:sequence_517,PCs:NA,IGHA2:NA,HH119-SILP:NA,3,3,3
seq100,sequence_121,NA,NA,NA,1,4,5
seq1000,sequence_1751,NA,NA,NA,1,4,5
seq1001,sequence_1752,NA,NA,NA,1,4,5
seq1002,sequence_1754:sequence_5843,NA,NA,NA,1,4,5
seq1003,sequence_1755,NA,NA,NA,1,4,5
seq1004,sequence_1756,NA,NA,NA,1,4,5
seq1005,sequence_1757:sequence_2184:sequence_2359:sequence_4520:sequence_4530:sequence_4743:sequence_4969:sequence_5323:sequence_5983:sequence_6271,NA,NA,NA,1,4,5
seq1006,sequence_1758,NA,NA,NA,1,4,5
seq1007,sequence_1760:sequence_4542:sequence_5925,NA,NA,NA,1,4,5
seq1008,sequence_1762,NA,NA,NA,1,4,5
seq1009,sequence_1764,NA,NA,NA,1,4,5
seq101,sequence_122,NA,NA,NA,1,4,5
seq1010,sequence_1765,NA,NA,NA,1,4,5
seq1011,sequence_1766:sequence_2307,NA,NA,NA,1,4,5
seq1012,sequence_1767,NA,NA,NA,1,4,5
seq1013,sequence_1768:sequence_1806:sequence_1982:sequence_2096:sequence_2262:sequence_2337:sequence_2356:sequence_2474:sequence_2553:sequence_2586:sequence_4355:sequence_4382:sequence_4403:sequence_4823:sequence_5124:sequence_5133:sequence_5342:sequence_5544:sequence_5583:sequence_5661:sequence_5743:sequence_6352:sequence_6399,NA,NA,NA,1,4,5
seq1014,sequence_1770:sequence_2310:sequence_4962:sequence_6089:sequence_6096,NA,NA,NA,1,4,5
seq1015,sequence_1771,NA,NA,NA,1,4,5
seq1016,sequence_1772,NA,NA,NA,1,4,5
seq1017,sequence_1773,NA,NA,NA,1,4,5
seq1018,sequence_1774,NA,NA,NA,1,4,5
seq1019,sequence_1776,NA,NA,NA,1,4,5
seq102,sequence_123:sequence_469:sequence_495:sequence_586:sequence_641,NA,NA,NA,1,4,5
seq1020,sequence_1777,NA,NA,NA,1,4,5
seq1021,sequence_1778,NA,NA,NA,1,4,5
seq1022,sequence_1779:sequence_4760:sequence_5134,NA,NA,NA,1,4,5
seq1023,sequence_1781,NA,NA,NA,1,4,5
seq1024,sequence_1788,NA,NA,NA,1,4,5
seq1025,sequence_1789:sequence_5512:sequence_5572:sequence_6367,NA,NA,NA,1,4,5
seq1026,sequence_1790,NA,NA,NA,1,4,5
seq1027,sequence_1791:sequence_2177:sequence_2468:sequence_4428:sequence_4695:sequence_4736:sequence_4793:sequence_4799:sequence_4813:sequence_5015:sequence_5164:sequence_5228:sequence_5502:sequence_5779:sequence_6185:sequence_6412:sequence_6423,NA,NA,NA,1,4,5
seq1028,sequence_1792:sequence_1992:sequence_2521:sequence_4401:sequence_4947:sequence_5018:sequence_5047:sequence_5114:sequence_5375,NA,NA,NA,1,4,5
seq1029,sequence_1793,NA,NA,NA,1,4,5
seq103,sequence_124:sequence_688:sequence_717,NA,NA,NA,1,4,5
seq1030,sequence_1795,NA,NA,NA,1,4,5
seq1031,sequence_1796,NA,NA,NA,1,4,5
seq1032,sequence_1797:sequence_5458:sequence_5937,NA,NA,NA,1,4,5
seq1033,sequence_1798,NA,NA,NA,1,4,5
seq1034,sequence_1800,NA,NA,NA,1,4,5
seq1035,sequence_1801,NA,NA,NA,1,4,5
seq1036,sequence_1802,NA,NA,NA,1,4,5
seq1037,sequence_1804,NA,NA,NA,1,4,5
seq1038,sequence_1809,NA,NA,NA,1,4,5
seq1039,sequence_1810,NA,NA,NA,1,4,5
seq104,sequence_126,NA,NA,NA,1,4,5
seq1040,sequence_1811:sequence_1913:sequence_2567:sequence_5120:sequence_5945:sequence_6416,NA,NA,NA,1,4,5
seq1041,sequence_1817,NA,NA,NA,1,4,5
seq1042,sequence_1818,NA,NA,NA,1,4,5
seq1043,sequence_1820,NA,NA,NA,1,4,5
seq1044,sequence_1823:sequence_5058:sequence_5935,NA,NA,NA,1,4,5
seq1045,sequence_1826,NA,NA,NA,1,4,5
seq1046,sequence_1828:sequence_2460:sequence_5135:sequence_5705:sequence_6281,NA,NA,NA,1,4,5
seq1047,sequence_1830:sequence_4890:sequence_5491,NA,NA,NA,1,4,5
seq1048,sequence_1831:sequence_6176,NA,NA,NA,1,4,5
seq1049,sequence_1832,NA,NA,NA,1,4,5
seq105,sequence_127,NA,NA,NA,1,4,5
seq1050,sequence_1834,NA,NA,NA,1,4,5
seq1051,sequence_1835:sequence_2438:sequence_6078,NA,NA,NA,1,4,5
seq1052,sequence_1837,NA,NA,NA,1,4,5
seq1053,sequence_1838,NA,NA,NA,1,4,5
seq1054,sequence_1839,NA,NA,NA,1,4,5
seq1055,sequence_1840,NA,NA,NA,1,4,5
seq1056,sequence_1841:sequence_2619,NA,NA,NA,1,4,5
seq1057,sequence_1842,NA,NA,NA,1,4,5
seq1058,sequence_1844,NA,NA,NA,1,4,5
seq1059,sequence_1845,NA,NA,NA,1,4,5
seq106,sequence_128:sequence_415:sequence_498,NA,NA,NA,1,4,5
seq1060,sequence_1848,NA,NA,NA,1,4,5
seq1061,sequence_1849:sequence_2154:sequence_2311:sequence_2409:sequence_2489:sequence_5050:sequence_5187,NA,NA,NA,1,4,5
seq1062,sequence_1851,NA,NA,NA,1,4,5
seq1063,sequence_1853,NA,NA,NA,1,4,5
seq1064,sequence_1854,NA,NA,NA,1,4,5
seq1065,sequence_1855:sequence_2068:sequence_2288:sequence_2412:sequence_2569:sequence_4493:sequence_4815:sequence_4993:sequence_5038:sequence_5156:sequence_5256:sequence_5312:sequence_5313:sequence_5384:sequence_5444:sequence_5556:sequence_5716:sequence_5791:sequence_5816:sequence_5885:sequence_6036:sequence_6177:sequence_6248:sequence_6380:sequence_6397:sequence_6475,NA,NA,NA,1,4,5
seq1066,sequence_1856:sequence_4436,NA,NA,NA,1,4,5
seq1067,sequence_1858:sequence_2679:sequence_4868:sequence_5220:sequence_5391:sequence_5452:sequence_5492:sequence_5860:sequence_5913:sequence_5920:sequence_6383,NA,NA,NA,1,4,5
seq1068,sequence_1859,NA,NA,NA,1,4,5
seq1069,sequence_1863:sequence_2261:sequence_6074,NA,NA,NA,1,4,5
seq107,sequence_129:sequence_581,NA,NA,NA,1,4,5
seq1070,sequence_1865,NA,NA,NA,1,4,5
seq1071,sequence_1866:sequence_2120:sequence_2136:sequence_2301:sequence_2674:sequence_4709:sequence_5167:sequence_5453:sequence_5617:sequence_5883:sequence_5901:sequence_6091,NA,NA,NA,1,4,5
seq1072,sequence_1869,NA,NA,NA,1,4,5
seq1073,sequence_1871,NA,NA,NA,1,4,5
seq1074,sequence_1872,NA,NA,NA,1,4,5
seq1075,sequence_1873,NA,NA,NA,1,4,5
seq1076,sequence_1876:sequence_5471,NA,NA,NA,1,4,5
seq1077,sequence_1877,NA,NA,NA,1,4,5
seq1078,sequence_1880,NA,NA,NA,1,4,5
seq1079,sequence_1881:sequence_2061,NA,NA,NA,1,4,5
seq108,sequence_130:sequence_261:sequence_559:sequence_577:sequence_669,NA,NA,NA,1,4,5
seq1080,sequence_1882:sequence_2268:sequence_2325:sequence_2503:sequence_2505:sequence_2624:sequence_4770:sequence_5063:sequence_5349:sequence_5422:sequence_5875:sequence_5888:sequence_6100:sequence_6593,NA,NA,NA,1,4,5
