seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1:sequence_2,Memory_B_cells,IGHA2,HH117-SI-MILF-nonINF,2,1,1
seq10,sequence_15,GC_B_cells,IGHA2,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq2,sequence_3,GC_B_cells,IGHA2,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq3,sequence_4:sequence_5:sequence_10:sequence_14,GC_B_cells,IGHA2,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq4,sequence_6,GC_B_cells,IGHA2,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq5,sequence_7:sequence_8,GC_B_cells,IGHA2,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq6,sequence_9,GC_B_cells,IGHA2,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq7,sequence_11,GC_B_cells,NA,HH117-SI-PP-nonINF_Fol-8,1,2,3
seq8,sequence_12:sequence_16,GC_B_cells,IGHA2,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq9,sequence_13,GC_B_cells,NA,HH117-SI-PP-nonINF_Fol-8,1,2,3
