seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1,PCs,IGHM/D,HH119-COLP,4,2,1
seq10,sequence_12,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq11,sequence_14,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq12,sequence_15:sequence_55,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-28,1,2,12
seq13,sequence_16,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq14,sequence_17,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-10,1,2,6
seq15,sequence_18,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-10,1,2,6
seq16,sequence_19,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-4,1,2,17
seq17,sequence_20,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-4,1,2,17
seq18,sequence_21,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-4,1,2,17
seq19,sequence_22,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-4,1,2,17
seq2,sequence_2:sequence_76,Memory_Bcells:PCs,IGHM/D,HH119-SI-MILF:HH119-SILP,3,2,4
seq20,sequence_23,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-10,1,2,6
seq21,sequence_24,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-10,1,2,6
seq22,sequence_25,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-10,1,2,6
seq23,sequence_26,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-10,1,2,6
seq24,sequence_27,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-4,1,2,17
seq25,sequence_28,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-4,1,2,17
seq26,sequence_29,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-11,1,2,7
seq27,sequence_30,GC_B_cells,IGHA2,HH119-SI-PP_Fol-2,1,1,9
seq28,sequence_31,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-10,1,2,6
seq29,sequence_32,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-2,1,2,9
seq3,sequence_3,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-4,1,2,17
seq30,sequence_33,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-6,1,2,18
seq31,sequence_34,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq32,sequence_35,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq33,sequence_36,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-34,1,2,16
seq34,sequence_37,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq35,sequence_38,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq36,sequence_39,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq37,sequence_40,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq38,sequence_41,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq39,sequence_42,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq4,sequence_4:sequence_7:sequence_10,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-4,1,2,17
seq40,sequence_43,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq41,sequence_44,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-18,1,2,8
seq42,sequence_45,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-18,1,2,8
seq43,sequence_46,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-18,1,2,8
seq44,sequence_47,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-18,1,2,8
seq45,sequence_48,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq46,sequence_49,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-22,1,2,10
seq47,sequence_51,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq48,sequence_52,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq49,sequence_53,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq5,sequence_5,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-10,1,2,6
seq50,sequence_54,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-32,1,2,14
seq51,sequence_56,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-33,1,2,15
seq52,sequence_57,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq53,sequence_58,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq54,sequence_59,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq55,sequence_60,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq56,sequence_61,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-26,1,2,11
seq57,sequence_62,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-18,1,2,8
seq58,sequence_63,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq59,sequence_64,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-28,1,2,12
seq6,sequence_6,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-10,1,2,6
seq60,sequence_65,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-33,1,2,15
seq61,sequence_66,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq62,sequence_67,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq63,sequence_68,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-29,1,2,13
seq64,sequence_69,PCs,IGHM/D,HH119-SILP,4,2,3
seq65,sequence_70,PCs,IGHM/D,HH119-SILP,4,2,3
seq66,sequence_71,Memory_Bcells,IGHM/D,HH119-CO-SMILF,2,2,2
seq67,sequence_72:sequence_73:sequence_74,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-9,1,2,19
seq68,sequence_75:sequence_77:sequence_78,PCs,IGHM/D,HH119-SILP,4,2,3
seq7,sequence_8,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-1,1,2,5
seq8,sequence_9,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-6,1,2,18
seq9,sequence_11:sequence_13:sequence_50,GC_B_cells,IGHM/D,HH119-SI-PP_Fol-18,1,2,8
