seq_unique,seq_name,L1_annotation,c_call,sample_clean_fol,L1_annotation_int,c_call_int,sample_clean_fol_int
seq1,sequence_1,GC_B_cells,IGHG1,HH119-CO-SMILF,1,6,1
seq10,sequence_11,GC_B_cells,IGHA1,HH119-CO-SMILF,1,1,1
seq100,sequence_119,GC_B_cells,IGHE,HH119-SI-MILF,1,5,4
seq1000,sequence_1730:sequence_1734:sequence_1746:sequence_1767:sequence_1769:sequence_1776:sequence_1779:sequence_1791:sequence_1797:sequence_1798:sequence_1803:sequence_1809:sequence_1821:sequence_1826:sequence_1835:sequence_1837:sequence_1845:sequence_1852:sequence_1854:sequence_1867:sequence_1892:sequence_1911:sequence_1912:sequence_1913:sequence_1917:sequence_1932:sequence_1948:sequence_1956:sequence_1960:sequence_1969:sequence_1987:sequence_2007:sequence_2011:sequence_2017:sequence_2020:sequence_2022:sequence_2024:sequence_2030:sequence_2032:sequence_2045:sequence_2050:sequence_2052:sequence_2071:sequence_2077:sequence_2113:sequence_2131:sequence_2137:sequence_2155:sequence_2158:sequence_2166:sequence_2180:sequence_2182:sequence_2196:sequence_2241:sequence_2244:sequence_2258:sequence_2260:sequence_2263:sequence_2269:sequence_2270:sequence_2273:sequence_2274:sequence_2285:sequence_2301:sequence_2314:sequence_2326:sequence_2327:sequence_2334:sequence_2344:sequence_2381:sequence_2384:sequence_2385:sequence_2392:sequence_2411:sequence_2412:sequence_2421:sequence_2434:sequence_2445:sequence_2457:sequence_2472:sequence_2481:sequence_2484:sequence_2488:sequence_2493:sequence_2510:sequence_2540:sequence_2551:sequence_2553:sequence_2595:sequence_2597:sequence_2599:sequence_2601:sequence_2607:sequence_2614:sequence_2615:sequence_2617:sequence_2619:sequence_2653:sequence_2662:sequence_2670:sequence_2692:sequence_2693:sequence_2726:sequence_2735:sequence_2747:sequence_2758:sequence_2764:sequence_2767:sequence_2769:sequence_2782:sequence_2783:sequence_2789:sequence_2794:sequence_2799:sequence_2803:sequence_2807:sequence_2820:sequence_2838:sequence_2842:sequence_2854:sequence_2859:sequence_2860:sequence_2863:sequence_2870:sequence_2876:sequence_2878:sequence_2879:sequence_2916:sequence_2946:sequence_2972:sequence_2978:sequence_2979:sequence_2998:sequence_3001:sequence_3016:sequence_3020:sequence_3024:sequence_3035:sequence_3036:sequence_3043:sequence_3061:sequence_3084:sequence_3089:sequence_3095:sequence_3104:sequence_3106:sequence_3118:sequence_3139:sequence_3144:sequence_4846:sequence_4851:sequence_4855:sequence_4859:sequence_4878:sequence_4883:sequence_4891:sequence_4897:sequence_4934:sequence_4936:sequence_4943:sequence_4945:sequence_4975:sequence_4978:sequence_4995:sequence_4999:sequence_5016:sequence_5017:sequence_5019:sequence_5023:sequence_5027:sequence_5040:sequence_5045:sequence_5048:sequence_5062:sequence_5069:sequence_5094:sequence_5104:sequence_5117:sequence_5136:sequence_5151:sequence_5155:sequence_5158:sequence_5184:sequence_5196:sequence_5204:sequence_5211:sequence_5212:sequence_5223:sequence_5226:sequence_5229:sequence_5233:sequence_5245:sequence_5247:sequence_5249:sequence_5252:sequence_5263:sequence_5265:sequence_5267:sequence_5268:sequence_5274:sequence_5283:sequence_5289:sequence_5296:sequence_5305:sequence_5306:sequence_5310:sequence_5325:sequence_5330:sequence_5347:sequence_5357:sequence_5358:sequence_5372:sequence_5382:sequence_5385:sequence_5393:sequence_5407:sequence_5414:sequence_5425:sequence_5447:sequence_5463:sequence_5465:sequence_5466:sequence_5479:sequence_5488:sequence_5490:sequence_5497:sequence_5504:sequence_5508:sequence_5510:sequence_5511:sequence_5513:sequence_5516:sequence_5520:sequence_5545:sequence_5578:sequence_5585:sequence_5590:sequence_5598:sequence_5624:sequence_5625:sequence_5627:sequence_5631:sequence_5645:sequence_5650:sequence_5662:sequence_5693:sequence_5702:sequence_5704:sequence_5723:sequence_5727:sequence_5729:sequence_5758:sequence_5759:sequence_5765:sequence_5795:sequence_5801:sequence_5812:sequence_5831:sequence_5845:sequence_5852:sequence_5855:sequence_5861:sequence_5866:sequence_5881:sequence_5888:sequence_5893:sequence_5925:sequence_5928:sequence_5948:sequence_5960:sequence_5962:sequence_5965:sequence_5966:sequence_5973:sequence_5990:sequence_5993:sequence_5994:sequence_6006:sequence_6009:sequence_6011:sequence_6041:sequence_6054:sequence_6065:sequence_6070:sequence_6077:sequence_6088:sequence_6097:sequence_6100:sequence_6134:sequence_6136:sequence_6155:sequence_6156:sequence_6162:sequence_6180:sequence_6190:sequence_6203:sequence_6223:sequence_6226:sequence_6237:sequence_6247:sequence_6253:sequence_6260:sequence_6274:sequence_6278:sequence_6285:sequence_6287:sequence_6310:sequence_6313:sequence_6314:sequence_6320:sequence_6331:sequence_6362:sequence_6374:sequence_6377:sequence_6381:sequence_6395:sequence_6410:sequence_6417:sequence_6426:sequence_6427:sequence_6446:sequence_6459:sequence_6466:sequence_6475:sequence_6478:sequence_6507:sequence_6535:sequence_6536:sequence_6548:sequence_6552:sequence_6582:sequence_6590:sequence_6601:sequence_6621:sequence_6629:sequence_6655:sequence_6657:sequence_6674:sequence_6684:sequence_6687:sequence_6692:sequence_6699:sequence_6708:sequence_6712:sequence_6720:sequence_6725:sequence_6737:sequence_6738:sequence_6744:sequence_6749:sequence_6752:sequence_6762:sequence_6786:sequence_6790:sequence_6808:sequence_6820:sequence_6843:sequence_6855:sequence_6868:sequence_6869:sequence_6878:sequence_6889:sequence_6899:sequence_6912:sequence_6918:sequence_6940:sequence_6950:sequence_6951:sequence_6959:sequence_6965:sequence_6970:sequence_6972:sequence_6976:sequence_6977:sequence_6989:sequence_6994:sequence_6999:sequence_7001:sequence_7035:sequence_7041:sequence_7045:sequence_7073:sequence_7079:sequence_7084:sequence_7100:sequence_7111:sequence_7140:sequence_7145:sequence_7147:sequence_7208:sequence_7215:sequence_7220:sequence_7224:sequence_7227:sequence_7255:sequence_7258:sequence_7264:sequence_7266:sequence_7271:sequence_7280:sequence_7282:sequence_7290:sequence_7336:sequence_7343:sequence_7344:sequence_7346:sequence_7348:sequence_7358:sequence_7361:sequence_7371:sequence_7406:sequence_7410:sequence_7416:sequence_7423:sequence_7424:sequence_7441:sequence_7451:sequence_7456:sequence_7458:sequence_7481:sequence_7482:sequence_7492:sequence_7499:sequence_7502:sequence_7513:sequence_7516:sequence_7518:sequence_7531:sequence_7536:sequence_7553:sequence_7557:sequence_7562:sequence_7565:sequence_7578:sequence_7594:sequence_7595:sequence_7605:sequence_7609:sequence_7628:sequence_7639:sequence_7646:sequence_7649:sequence_7656:sequence_7659:sequence_7687:sequence_7690:sequence_7729:sequence_7738:sequence_7758:sequence_7766:sequence_7911:sequence_8025:sequence_8032,GC_B_cells,IGHG1:NA:IGHM:IGHG2:IGHG3,HH119-SI-PP_Fol-22:HH119-SI-PP_Fol-25:HH119-SI-PP_Fol-26:HH119-SI-PP_Fol-27:HH119-SI-PP_Fol-28:HH119-SI-PP_Fol-24,1,17,61
seq1001,sequence_1731,GC_B_cells,IGHG1,HH119-SI-PP_Fol-22,1,6,57
seq1002,sequence_1732:sequence_7231,GC_B_cells,IGHG1,HH119-SI-PP_Fol-22,1,6,57
seq1003,sequence_1733,GC_B_cells,IGHG1,HH119-SI-PP_Fol-28,1,6,79
seq1004,sequence_1735,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,6,88
seq1005,sequence_1736:sequence_1755:sequence_1799:sequence_1955:sequence_1978:sequence_2092:sequence_2205:sequence_2264:sequence_2406:sequence_2440:sequence_2490:sequence_2492:sequence_2494:sequence_2515:sequence_2582:sequence_2765:sequence_2850:sequence_2921:sequence_3094:sequence_3140:sequence_4894:sequence_4924:sequence_4942:sequence_5035:sequence_5205:sequence_5807:sequence_5843:sequence_6062:sequence_6183:sequence_6276:sequence_6393:sequence_6397:sequence_6423:sequence_6477:sequence_6804:sequence_6922:sequence_7099:sequence_7260:sequence_7364:sequence_7548:sequence_7555:sequence_7641:sequence_7667:sequence_7669:sequence_8040,GC_B_cells,IGHG1:NA,HH119-SI-PP_Fol-22,1,12,57
seq1006,sequence_1737:sequence_2663,GC_B_cells,IGHG1,HH119-SI-PP_Fol-28,1,6,79
seq1007,sequence_1738:sequence_2330:sequence_5395:sequence_5563:sequence_6158:sequence_6401,GC_B_cells,IGHG1:NA,HH119-SI-PP_Fol-22,1,12,57
seq1008,sequence_1739:sequence_1754:sequence_1770:sequence_2099:sequence_2336:sequence_2771:sequence_4919:sequence_5460:sequence_5989,GC_B_cells,NA:IGHG1,HH119-SI-PP_Fol-22,1,32,57
seq1009,sequence_1740:sequence_1879:sequence_2338:sequence_2845:sequence_4870,GC_B_cells,IGHG1,HH119-SI-PP_Fol-22,1,6,57
seq101,sequence_122:sequence_747:sequence_802,GC_B_cells,IGHG1,HH119-SI-MILF,1,6,4
seq1010,sequence_1741,GC_B_cells,IGHG1,HH119-SI-PP_Fol-22,1,6,57
seq1011,sequence_1742,GC_B_cells,IGHG1,HH119-SI-PP_Fol-22,1,6,57
seq1012,sequence_1743:sequence_2417:sequence_6234,GC_B_cells,IGHG1,HH119-SI-PP_Fol-22,1,6,57
seq1013,sequence_1744:sequence_2926:sequence_5663:sequence_6440:sequence_6783,GC_B_cells,IGHG1,HH119-SI-PP_Fol-22,1,6,57
