"seq_unique","GC_B_cells","PCs","Memory_Bcells","Unconventional_Bcells","Naive_Bcells"
"seq777",1,0,0,0,0
"seq778",3,0,0,0,0
"seq779",1,0,0,0,0
"seq78",5,0,0,0,0
"seq780",2,0,0,0,0
"seq781",1,0,0,0,0
"seq782",4,0,0,0,0
"seq783",2,0,0,0,0
"seq784",1,0,0,0,0
"seq785",7,0,0,0,0
"seq786",1,0,0,0,0
"seq787",2,0,0,0,0
"seq788",1,0,0,0,0
"seq789",1,0,0,0,0
"seq79",1,0,0,0,0
"seq790",1,4,0,0,0
"seq791",1,0,0,0,0
"seq792",4,0,0,0,0
"seq793",1,0,0,0,0
"seq794",1,0,0,0,0
"seq795",1,0,0,0,0
"seq796",16,0,0,0,0
"seq797",1,0,0,0,0
"seq798",1,0,0,0,0
"seq799",1,0,0,0,0
"seq8",1,0,0,0,0
"seq80",3,0,0,0,0
"seq800",1,0,0,0,0
"seq801",1,0,0,0,0
"seq802",1,0,0,0,0
"seq803",2,0,0,0,0
"seq804",1,0,0,0,0
"seq805",2,0,0,0,0
"seq806",2,0,0,0,0
"seq807",1,0,0,0,0
"seq808",3,0,0,0,0
"seq809",1,0,0,0,0
"seq81",1,0,0,0,0
"seq810",2,0,0,0,0
"seq811",1,0,0,0,0
"seq812",2,0,0,0,0
"seq813",8,0,0,0,0
"seq814",9,0,0,0,0
"seq815",1,0,0,0,0
"seq816",1,0,0,0,0
"seq817",1,0,0,0,0
"seq818",7,0,0,0,0
"seq819",2,0,0,0,0
"seq82",1,0,0,0,0
"seq820",1,0,0,0,0
"seq821",2,0,0,0,0
"seq822",2,0,0,0,0
"seq823",1,0,0,0,0
"seq824",1,0,0,0,0
"seq825",3,0,0,0,0
"seq826",1,0,0,0,0
"seq827",1,0,0,0,0
"seq828",1,0,0,0,0
"seq829",1,0,0,0,0
"seq83",1,0,0,0,0
"seq830",1,0,0,0,0
"seq831",1,0,0,0,0
"seq832",1,0,0,0,0
"seq833",1,0,0,0,0
"seq834",1,0,0,0,0
"seq835",4,0,0,0,0
"seq836",2,0,0,0,0
"seq837",2,0,0,0,0
"seq838",1,0,0,0,0
"seq839",1,0,0,0,0
"seq84",14,2,0,0,0
"seq840",1,0,0,0,0
"seq841",5,0,0,0,0
"seq842",1,0,0,0,1
"seq843",1,0,0,0,0
"seq844",1,0,0,0,0
"seq845",3,0,0,0,0
"seq846",1,0,0,0,0
"seq847",2,0,0,0,0
"seq848",1,0,0,0,0
"seq849",1,0,0,0,0
"seq85",1,0,0,0,0
"seq850",1,0,0,0,0
"seq851",1,0,0,0,0
"seq852",3,0,0,0,0
"seq853",2,0,0,0,0
"seq854",1,0,0,0,0
"seq855",2,0,0,0,0
"seq856",1,0,0,0,0
"seq857",1,0,0,0,0
"seq858",1,0,0,0,0
"seq859",1,0,0,0,0
"seq86",3,0,0,0,0
"seq860",1,0,0,0,0
"seq861",1,0,0,0,0
"seq862",1,0,0,0,0
"seq863",0,0,1,0,0
"seq864",1,0,0,0,0
"seq865",1,0,0,0,0
"seq866",1,0,0,0,0
"seq867",1,0,0,0,0
"seq868",5,0,0,0,0
"seq869",0,1,0,0,0
"seq87",1,0,0,0,0
"seq870",1,0,0,0,0
"seq871",1,0,0,0,0
"seq872",1,0,0,0,0
"seq873",1,0,0,0,0
"seq874",1,0,0,0,0
"seq875",1,0,0,0,0
"seq876",1,0,0,0,0
"seq877",1,0,0,0,0
"seq878",1,0,0,0,0
"seq879",3,0,0,0,0
"seq88",3,0,0,0,0
"seq880",2,0,0,0,0
"seq881",1,0,0,0,0
"seq882",1,0,0,0,0
"seq883",1,0,0,0,0
"seq884",1,0,0,0,0
"seq885",1,0,0,0,0
"seq886",1,0,0,0,0
"seq887",1,0,0,0,0
"seq888",2,0,0,0,0
"seq889",1,0,0,0,0
"seq89",14,0,0,0,0
"seq890",1,0,0,0,0
"seq891",1,0,0,0,0
"seq892",1,0,0,0,0
"seq893",1,0,0,0,0
"seq894",1,0,0,0,0
"seq895",1,0,0,0,0
"seq896",1,0,1,0,0
"seq897",1,0,0,0,0
"seq898",1,0,0,0,0
"seq899",1,0,0,0,0
"seq9",0,0,1,0,0
"seq90",2,0,0,0,0
"seq900",1,0,0,0,0
"seq901",1,0,0,0,0
"seq902",1,0,0,0,0
"seq903",1,0,0,0,0
"seq904",1,0,0,0,0
"seq905",1,0,0,0,0
"seq906",1,0,0,0,0
"seq907",1,0,0,0,0
"seq908",1,0,0,0,0
"seq909",1,0,0,0,0
"seq91",2,0,0,0,0
"seq910",2,0,0,0,0
"seq911",1,0,0,0,0
"seq912",1,0,0,0,0
"seq913",1,0,0,0,0
"seq914",1,0,0,0,0
"seq915",1,0,0,0,0
"seq916",1,0,0,0,0
"seq917",2,0,0,0,0
"seq918",1,0,0,0,0
"seq919",2,0,0,0,0
"seq92",2,0,0,0,0
"seq920",1,0,0,0,0
"seq921",1,0,0,0,0
"seq922",1,0,0,0,0
"seq923",1,0,0,0,0
"seq924",1,0,0,0,0
"seq925",1,0,0,0,0
"seq926",1,0,0,0,0
"seq927",1,0,0,0,0
"seq928",1,0,0,0,0
"seq929",1,0,0,0,0
"seq93",1,0,0,0,0
"seq930",1,0,0,0,0
"seq931",1,0,0,0,0
"seq932",1,0,0,0,0
"seq933",1,0,0,0,0
"seq934",2,0,0,0,0
"seq935",1,0,0,0,0
"seq936",1,0,0,0,0
"seq937",1,0,0,0,0
"seq938",1,0,0,0,0
"seq939",1,0,0,0,0
"seq94",1,0,0,0,0
"seq940",1,0,0,0,0
"seq941",2,0,0,0,0
"seq942",1,0,0,0,0
"seq943",2,0,0,0,0
"seq944",1,0,0,0,0
"seq945",1,0,0,0,0
"seq946",1,0,0,0,0
"seq947",1,0,0,0,0
"seq948",1,0,0,0,0
"seq949",1,0,0,0,0
"seq95",1,0,0,0,0
"seq950",5,0,0,0,0
"seq951",1,0,0,0,0
"seq952",1,0,0,0,0
"seq953",1,0,0,0,0
"seq954",1,0,0,0,0
"seq955",1,0,0,0,0
"seq956",1,0,0,0,0
"seq957",1,0,0,0,0
"seq958",1,0,0,0,0
"seq959",3,0,0,0,0
"seq96",1,0,0,0,0
"seq960",4,0,0,0,0
"seq961",7,0,0,0,0
"seq962",1,0,0,0,0
"seq963",1,0,1,0,0
"seq964",1,0,0,0,0
"seq965",1,0,0,0,0
"seq966",1,0,0,0,0
"seq967",1,0,0,0,0
"seq968",1,0,0,0,0
"seq969",1,0,0,0,0
"seq97",1,0,0,0,0
"seq970",2,0,0,0,0
"seq971",1,0,0,0,0
"seq972",1,0,0,0,0
"seq973",1,0,0,0,0
"seq974",2,0,0,0,0
"seq975",2,0,0,0,0
"seq976",10,0,0,0,0
"seq977",1,0,0,0,0
"seq978",1,0,0,0,0
"seq979",1,0,0,0,0
"seq98",2,0,0,0,0
"seq980",1,0,0,0,0
"seq981",1,0,0,0,0
"seq982",1,0,0,0,0
"seq983",1,0,0,0,0
"seq984",1,0,0,0,0
"seq985",5,0,0,0,0
"seq986",1,0,0,0,0
"seq987",4,0,0,0,0
"seq988",6,0,0,0,0
"seq989",2,0,0,0,0
"seq99",1,0,0,0,0
"seq990",19,0,0,0,0
"seq991",1,0,0,0,0
"seq992",52,0,0,0,0
"seq993",1,0,0,0,0
"seq994",4,0,0,0,0
"seq995",9,0,0,0,0
"seq996",338,0,0,0,0
"seq997",15,0,0,0,0
"seq998",1,0,0,0,0
"seq999",1,0,0,0,0
