seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-9,1,2,6
seq10,sequence_19,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-17,1,2,2
seq11,sequence_26,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-17,1,2,2
seq2,sequence_2:sequence_4,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-1,1,2,1
seq3,sequence_3,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-1,1,2,1
seq4,sequence_5,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-7,1,2,5
seq5,sequence_6:sequence_9:sequence_10:sequence_11:sequence_15:sequence_16:sequence_17:sequence_20:sequence_21:sequence_22:sequence_23:sequence_24:sequence_25:sequence_27:sequence_28:sequence_29:sequence_30:sequence_31:sequence_34,GC_B_cells:PCs,IGHM/D:IGHA1:IGHA2,HH153-SI-PP-nonINF_Fol-1:HH153-SI-PP-nonINF_Fol-17:HH153-SI-PP-nonINF_Fol-18:HH153-SI-PP-nonINF_Fol-16:HH153-SILP-nonINF,2,3,4
seq6,sequence_7,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-1,1,2,1
seq7,sequence_8:sequence_13:sequence_18:sequence_32:sequence_33,GC_B_cells:PCs,IGHM/D,HH153-SI-PP-nonINF_Fol-9:HH153-SI-PP-nonINF_Fol-11:HH153-SI-PP-nonINF_Fol-19:HH153-SILP-nonINF,2,2,7
seq8,sequence_12,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-17,1,2,2
seq9,sequence_14,GC_B_cells,IGHA2,HH153-SI-PP-nonINF_Fol-18,1,1,3
