seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-17,1,1,2
seq10,sequence_13,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-17,1,1,2
seq11,sequence_18,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-17,1,1,2
seq12,sequence_20,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-17,1,1,2
seq2,sequence_2,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-17,1,1,2
seq3,sequence_3,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-17,1,1,2
seq4,sequence_4:sequence_5:sequence_7:sequence_10:sequence_14:sequence_15:sequence_16:sequence_17:sequence_19:sequence_21,GC_B_cells:PCs,IGHA1,HH153-SI-PP-nonINF_Fol-17:HH153-SILP-nonINF,2,1,3
seq5,sequence_6,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-17,1,1,2
seq6,sequence_8,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-16,1,1,1
seq7,sequence_9,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-17,1,1,2
seq8,sequence_11,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-17,1,1,2
seq9,sequence_12,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-17,1,1,2
