seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1:sequence_78,Memory_Bcells:PCs,IGHA1,HH119-SI-MILF:HH119-SILP,3,1,2
seq10,sequence_15,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq11,sequence_16:sequence_72,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq12,sequence_17,GC_B_cells,IGHA1,HH119-SI-PP_Fol-23,1,1,3
seq13,sequence_18,PCs,IGHA1,HH119-SI-PP_Fol-25,4,1,5
seq14,sequence_20,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq15,sequence_22,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq16,sequence_23:sequence_27:sequence_44:sequence_45:sequence_50,PCs:GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,5,1,5
seq17,sequence_24,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq18,sequence_25,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq19,sequence_26,PCs,IGHA1,HH119-SI-PP_Fol-25,4,1,5
seq2,sequence_2:sequence_3:sequence_21:sequence_28:sequence_30:sequence_31:sequence_32:sequence_41:sequence_57:sequence_70:sequence_80:sequence_81,GC_B_cells:PCs,IGHA1,HH119-SI-PP_Fol-25:HH119-SI-PP_Fol-24:HH119-SILP,2,1,6
seq20,sequence_33,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq21,sequence_34,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq22,sequence_35,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq23,sequence_36:sequence_43,GC_B_cells:PCs,IGHA1,HH119-SI-PP_Fol-25,2,1,5
seq24,sequence_37:sequence_48,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq25,sequence_38,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq26,sequence_39:sequence_47:sequence_61,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq27,sequence_42,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq28,sequence_49,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq29,sequence_51,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq3,sequence_4,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq30,sequence_52,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq31,sequence_54:sequence_55,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq32,sequence_56,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq33,sequence_58,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq34,sequence_60,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq35,sequence_62,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq36,sequence_63,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq37,sequence_64:sequence_71,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq38,sequence_65,GC_B_cells,IGHA1,HH119-SI-PP_Fol-24,1,1,4
seq39,sequence_68,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq4,sequence_5,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq40,sequence_73,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq41,sequence_75,GC_B_cells,IGHA1,HH119-SI-PP_Fol-31,1,1,7
seq42,sequence_76:sequence_79,PCs,IGHA2:IGHA1,HH119-SILP,4,2,1
seq43,sequence_77,PCs,IGHA1,HH119-SILP,4,1,1
seq5,sequence_6:sequence_9:sequence_10:sequence_19:sequence_66:sequence_67:sequence_74,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq6,sequence_7:sequence_29,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq7,sequence_8:sequence_14,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq8,sequence_11,GC_B_cells,IGHA1,HH119-SI-PP_Fol-25,1,1,5
seq9,sequence_12:sequence_13:sequence_40:sequence_46:sequence_53:sequence_59:sequence_69,GC_B_cells:PCs,IGHA1,HH119-SI-PP_Fol-25,2,1,5
