seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1:sequence_138,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-1:HH153-SI-PP-nonINF_Fol-15,1,6,10
seq10,sequence_10,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-5,1,1,17
seq100,sequence_155,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-15,1,6,4
seq101,sequence_156,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-15,1,6,4
seq102,sequence_159,GC_B_cells,IGHA2,HH153-SI-PP-nonINF_Fol-19,1,4,8
seq103,sequence_160,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-14,1,6,3
seq104,sequence_161,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-14,1,6,3
seq105,sequence_179,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,6,17
seq106,sequence_180,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq107,sequence_181,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq108,sequence_182,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq11,sequence_11,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq12,sequence_13:sequence_72,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq13,sequence_15,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq14,sequence_16,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq15,sequence_17,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq16,sequence_18,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,6,17
seq17,sequence_19,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,6,17
seq18,sequence_20:sequence_61,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq19,sequence_22,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq2,sequence_2:sequence_26:sequence_38:sequence_64:sequence_83:sequence_87:sequence_107:sequence_111:sequence_116:sequence_127:sequence_131:sequence_132:sequence_133:sequence_134:sequence_144:sequence_146:sequence_154:sequence_157:sequence_163:sequence_164:sequence_169:sequence_173:sequence_177:sequence_183:sequence_185,GC_B_cells:PCs,IGHM/D:IGHA1:NA,HH153-SI-PP-nonINF_Fol-5:HH153-SI-PP-nonINF_Fol-6:HH153-SI-PP-nonINF_Fol-1:HH153-SI-PP-nonINF_Fol-16:HH153-SI-PP-nonINF_Fol-14:HH153-SI-PP-nonINF_Fol-17:HH153-SI-PP-nonINF_Fol-15:HH153-SILP-INF:HH153-SILP-nonINF,2,7,18
seq20,sequence_25,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,6,17
seq21,sequence_27,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,6,17
seq22,sequence_28,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,6,17
seq23,sequence_29,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,1
seq24,sequence_30,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq25,sequence_31,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-3,1,6,13
seq26,sequence_32:sequence_80,GC_B_cells,IGHA1:IGHM/D,HH153-SI-PP-nonINF_Fol-3:HH153-SI-PP-nonINF_Fol-2,1,2,15
seq27,sequence_35,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-1,1,6,1
seq28,sequence_36,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq29,sequence_39,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,6,17
seq3,sequence_3,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq30,sequence_41,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,1
seq31,sequence_42,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,6,17
seq32,sequence_43,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq33,sequence_45,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq34,sequence_46,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq35,sequence_48,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-2,1,6,12
seq36,sequence_49,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq37,sequence_51,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-9,1,6,19
seq38,sequence_53,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,1
seq39,sequence_54,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-2,1,6,12
seq4,sequence_4:sequence_50,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq40,sequence_55,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq41,sequence_56,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-1,1,6,1
seq42,sequence_57,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq43,sequence_59,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq44,sequence_60,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-2,1,6,12
seq45,sequence_62,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,1
seq46,sequence_66,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-5,1,1,17
seq47,sequence_67,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq48,sequence_68,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,6,17
seq49,sequence_69,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq5,sequence_5:sequence_40,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3:HH153-SI-PP-nonINF_Fol-5,1,1,16
seq50,sequence_70,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq51,sequence_71,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,1
seq52,sequence_74,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq53,sequence_76:sequence_90,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,1
seq54,sequence_77,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq55,sequence_78,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,1
seq56,sequence_79,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq57,sequence_81,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,13
seq58,sequence_84,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,1
seq59,sequence_88,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-1,1,6,1
seq6,sequence_6:sequence_12:sequence_14:sequence_21:sequence_23:sequence_24:sequence_33:sequence_34:sequence_37:sequence_44:sequence_47:sequence_52:sequence_58:sequence_63:sequence_65:sequence_73:sequence_75:sequence_82:sequence_85:sequence_86:sequence_92:sequence_93:sequence_95:sequence_103:sequence_108:sequence_114:sequence_117:sequence_124:sequence_130:sequence_135:sequence_141:sequence_158:sequence_162:sequence_165:sequence_166:sequence_167:sequence_168:sequence_171:sequence_172:sequence_174:sequence_175:sequence_176:sequence_178:sequence_186:sequence_187:sequence_188:sequence_189,GC_B_cells:PCs,IGHA1:IGHM/D:IGHA2:IGHG2:NA,HH153-SI-PP-nonINF_Fol-1:HH153-SI-PP-nonINF_Fol-3:HH153-SI-PP-nonINF_Fol-2:HH153-SI-PP-nonINF_Fol-9:HH153-SI-PP-nonINF_Fol-17:HH153-SI-PP-nonINF_Fol-19:HH153-SI-PP-nonINF_Fol-14:HH153-SILP-INF:HH153-SILP-nonINF,2,3,11
seq60,sequence_89,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,1
