seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1:sequence_2,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,2
seq10,sequence_18,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-17,1,2,6
seq11,sequence_20,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-13,1,1,5
seq12,sequence_29,PCs,IGHM/D,HH153-SILP-INF,2,2,1
seq2,sequence_3,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-17,1,2,6
seq3,sequence_4:sequence_12:sequence_16:sequence_17:sequence_19:sequence_22:sequence_24:sequence_27:sequence_28,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-13,1,1,5
seq4,sequence_5:sequence_9,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-11,1,2,3
seq5,sequence_6:sequence_8:sequence_15:sequence_23,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-19,1,1,7
seq6,sequence_7,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-13,1,1,5
seq7,sequence_10:sequence_25,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-11:HH153-SI-PP-nonINF_Fol-16,1,2,4
seq8,sequence_11:sequence_13:sequence_21:sequence_26,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-17,1,2,6
seq9,sequence_14,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-17,1,2,6
