seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1:sequence_2:sequence_3:sequence_5:sequence_8:sequence_9:sequence_10:sequence_12:sequence_13:sequence_15:sequence_16:sequence_17:sequence_18:sequence_19:sequence_21:sequence_22:sequence_25:sequence_29:sequence_30:sequence_32:sequence_34:sequence_36:sequence_37:sequence_38:sequence_39:sequence_40:sequence_42:sequence_45:sequence_46:sequence_48:sequence_49:sequence_50:sequence_51:sequence_52:sequence_54:sequence_58:sequence_63:sequence_64:sequence_67:sequence_69:sequence_71:sequence_72:sequence_74:sequence_76:sequence_77:sequence_78:sequence_81:sequence_85:sequence_87:sequence_88:sequence_94:sequence_95:sequence_98:sequence_102:sequence_105:sequence_106:sequence_112:sequence_113:sequence_117:sequence_118:sequence_119:sequence_121:sequence_122:sequence_123:sequence_124:sequence_127:sequence_128:sequence_129:sequence_130:sequence_133:sequence_135:sequence_136:sequence_137:sequence_138:sequence_139:sequence_141:sequence_143:sequence_144:sequence_145:sequence_147:sequence_156:sequence_157:sequence_158:sequence_160:sequence_165:sequence_168:sequence_175:sequence_177,GC_B_cells:PCs,IGHA1,HH153-SI-PP-nonINF_Fol-2:HH153-SI-PP-nonINF_Fol-7:HH153-SI-PP-nonINF_Fol-1:HH153-SI-PP-nonINF_Fol-6:HH153-SI-PP-nonINF_Fol-13:HH153-SI-PP-nonINF_Fol-20:HH153-SI-PP-nonINF_Fol-18:HH153-SILP-nonINF,2,1,10
seq10,sequence_27,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq11,sequence_28,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq12,sequence_31,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-17,1,1,6
seq13,sequence_33,PCs,IGHA1,HH153-SI-PP-nonINF_Fol-20,4,1,8
seq14,sequence_35,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq15,sequence_41,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq16,sequence_43,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-18,1,1,7
seq17,sequence_44:sequence_70:sequence_80,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq18,sequence_47,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq19,sequence_53,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq2,sequence_4:sequence_14,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7:HH153-SI-PP-nonINF_Fol-2,1,1,13
seq20,sequence_55,Naive_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-17,3,1,6
seq21,sequence_56,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq22,sequence_57:sequence_61:sequence_92:sequence_108:sequence_164:sequence_174:sequence_176,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-11:HH153-SI-PP-nonINF_Fol-13,1,1,5
seq23,sequence_59,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq24,sequence_60,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq25,sequence_62,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq26,sequence_65,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq27,sequence_66:sequence_148,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq28,sequence_68,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq29,sequence_73,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq3,sequence_6,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7,1,1,12
seq30,sequence_75,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq31,sequence_79,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq32,sequence_82,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq33,sequence_83,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq34,sequence_84,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq35,sequence_86,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-11,1,1,4
seq36,sequence_89,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq37,sequence_91,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq38,sequence_93:sequence_152,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-18,1,1,7
seq39,sequence_96,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq4,sequence_7,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,3
seq40,sequence_97,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq41,sequence_99,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq42,sequence_100,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq43,sequence_101,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq44,sequence_103:sequence_134,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq45,sequence_104,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq46,sequence_107,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq47,sequence_109,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-18,1,1,7
seq48,sequence_110,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq49,sequence_111,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq5,sequence_11,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,3
seq50,sequence_114,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq51,sequence_115,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq52,sequence_116,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq53,sequence_120,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq54,sequence_125,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq55,sequence_126,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq56,sequence_131,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq57,sequence_132,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq58,sequence_140,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq59,sequence_142,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq6,sequence_20,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-6,1,1,11
seq60,sequence_146,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq61,sequence_149,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq62,sequence_150,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq63,sequence_151,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq64,sequence_153:sequence_162,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20:HH153-SI-PP-nonINF_Fol-14,1,1,9
seq65,sequence_154,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq66,sequence_155,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq67,sequence_159,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq68,sequence_161,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-18,1,1,7
seq69,sequence_163,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq7,sequence_23,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq70,sequence_166:sequence_178,PCs,IGHA2:IGHG2,HH153-SILP-INF:HH153-SILP-nonINF,4,2,1
seq71,sequence_167:sequence_170:sequence_171:sequence_173:sequence_179:sequence_180,PCs,IGHM/D,HH153-SILP-INF:HH153-SILP-nonINF,4,3,1
seq72,sequence_169,PCs,IGHM/D,HH153-SILP-nonINF,4,3,2
seq73,sequence_172,PCs,IGHM/D,HH153-SILP-nonINF,4,3,2
seq8,sequence_24:sequence_90,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
seq9,sequence_26,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-20,1,1,8
