seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1:sequence_4:sequence_5:sequence_18:sequence_20:sequence_21,GC_B_cells:PCs,IGHM/D,HH153-SI-PP-nonINF_Fol-3:HH153-SI-PP-nonINF_Fol-1:HH153-SILP-INF:HH153-SILP-nonINF,2,3,6
seq10,sequence_12,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-13,1,1,3
seq11,sequence_15,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-15,1,1,4
seq12,sequence_19,PCs,IGHM/D,HH153-SILP-nonINF,3,3,1
seq13,sequence_22,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-1,1,3,2
seq14,sequence_23,PCs,IGHA2,HH153-SILP-nonINF,3,2,1
seq15,sequence_24:sequence_25,PCs,IGHM/D,HH153-SILP-nonINF,3,3,1
seq2,sequence_2,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-3,1,3,5
seq3,sequence_3,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-1,1,3,2
seq4,sequence_6,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-3,1,3,5
seq5,sequence_7,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-3,1,3,5
seq6,sequence_8,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-3,1,3,5
seq7,sequence_9,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-3,1,3,5
seq8,sequence_10,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-3,1,3,5
seq9,sequence_11:sequence_13:sequence_14:sequence_16:sequence_17,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-13,1,1,3
