seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
seq10,sequence_14:sequence_22,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
seq11,sequence_15:sequence_29,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
seq12,sequence_19,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
seq13,sequence_23,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
seq14,sequence_24,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
seq15,sequence_26,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
seq16,sequence_28,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
seq17,sequence_30:sequence_35,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
seq18,sequence_31,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
seq19,sequence_33,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
seq2,sequence_2:sequence_7,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
seq20,sequence_34,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
seq21,sequence_36,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
seq22,sequence_37,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
seq23,sequence_41,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
seq3,sequence_3:sequence_6:sequence_10:sequence_17:sequence_18:sequence_20:sequence_21:sequence_25:sequence_27:sequence_32:sequence_39:sequence_40:sequence_42,GC_B_cells,IGHG1:IGHG2,HH119-SI-PP_Fol-20,1,2,1
seq4,sequence_4:sequence_13:sequence_38,GC_B_cells,IGHG1:NA,HH119-SI-PP_Fol-20,1,3,1
seq5,sequence_5,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
seq6,sequence_8,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
seq7,sequence_9,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
seq8,sequence_11,GC_B_cells,IGHG1,HH119-SI-PP_Fol-29,1,1,2
seq9,sequence_12:sequence_16,GC_B_cells,IGHG1,HH119-SI-PP_Fol-20,1,1,1
