seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1:sequence_4:sequence_11:sequence_14:sequence_15:sequence_36:sequence_49:sequence_50:sequence_53:sequence_56:sequence_58:sequence_71:sequence_75:sequence_79:sequence_81:sequence_99:sequence_102:sequence_115:sequence_122:sequence_127:sequence_131:sequence_132:sequence_133:sequence_134:sequence_136:sequence_138:sequence_141:sequence_142:sequence_146:sequence_148:sequence_152:sequence_154:sequence_155:sequence_156:sequence_160:sequence_167:sequence_168:sequence_175:sequence_177:sequence_178:sequence_179,GC_B_cells,IGHA1:IGHM/D:IGHA2,HH153-SI-PP-nonINF_Fol-7:HH153-SI-PP-nonINF_Fol-2:HH153-SI-PP-nonINF_Fol-5:HH153-SI-PP-nonINF_Fol-1:HH153-SI-PP-nonINF_Fol-9:HH153-SI-PP-nonINF_Fol-13:HH153-SI-PP-nonINF_Fol-15:HH153-SI-PP-nonINF_Fol-11:HH153-SI-PP-nonINF_Fol-16,1,3,18
seq10,sequence_17,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,6,15
seq11,sequence_19:sequence_103:sequence_106,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1:HH153-SI-PP-nonINF_Fol-3,1,1,10
seq12,sequence_20,GC_B_cells,IGHA2,HH153-SI-PP-nonINF_Fol-3,1,4,12
seq13,sequence_21,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,2
seq14,sequence_22,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,2
seq15,sequence_24,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-9,1,1,19
seq16,sequence_26,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7,1,1,17
seq17,sequence_27:sequence_66:sequence_85:sequence_93:sequence_107:sequence_110:sequence_116,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-9:HH153-SI-PP-nonINF_Fol-1,1,1,20
seq18,sequence_30,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,2
seq19,sequence_31,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-2,1,1,11
seq2,sequence_2,GC_B_cells,IGHA2,HH153-SI-PP-nonINF_Fol-1,1,4,2
seq20,sequence_33,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-2,1,1,11
seq21,sequence_35,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,6,15
seq22,sequence_38,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,2
