seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-20,1,1,1
seq10,sequence_12,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-20,1,1,1
seq11,sequence_14,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-20,1,1,1
seq12,sequence_15,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-20,1,1,1
seq13,sequence_16,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-20,1,1,1
seq14,sequence_17,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-20,1,1,1
seq2,sequence_2,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-20,1,1,1
seq3,sequence_3:sequence_4,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-20,1,1,1
seq4,sequence_5,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-20,1,1,1
seq5,sequence_6:sequence_10,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-20,1,1,1
seq6,sequence_7,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-20,1,1,1
seq7,sequence_8,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-20,1,1,1
seq8,sequence_9:sequence_13,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-20,1,1,1
seq9,sequence_11,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-20,1,1,1
