seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1,GC_B_cells,IGHM/D,HH151-SI-PP-nonINF_Fol-17,1,2,2
seq10,sequence_13,GC_B_cells,IGHG1,HH151-SI-PP-nonINF_Fol-18,1,1,3
seq11,sequence_14,GC_B_cells,IGHM/D,HH151-SI-PP-nonINF_Fol-17,1,2,2
seq12,sequence_15,GC_B_cells,IGHM/D,HH151-SI-PP-nonINF_Fol-17,1,2,2
seq13,sequence_18,GC_B_cells,IGHG1,HH151-SI-PP-nonINF_Fol-17,1,1,2
seq14,sequence_19,GC_B_cells,IGHG1,HH151-SI-PP-nonINF_Fol-17,1,1,2
seq15,sequence_20,GC_B_cells,IGHG1,HH151-SI-PP-nonINF_Fol-17,1,1,2
seq2,sequence_2:sequence_10:sequence_12,GC_B_cells,IGHM/D:IGHG1,HH151-SI-PP-nonINF_Fol-17,1,3,2
seq3,sequence_3,GC_B_cells,IGHG1,HH151-SI-PP-nonINF_Fol-17,1,1,2
seq4,sequence_4:sequence_5:sequence_17,GC_B_cells,IGHM/D:IGHG1,HH151-SI-PP-nonINF_Fol-17,1,3,2
seq5,sequence_6,GC_B_cells,IGHG1,HH151-SI-PP-nonINF_Fol-17,1,1,2
seq6,sequence_7,GC_B_cells,IGHG1,HH151-SI-PP-nonINF_Fol-17,1,1,2
seq7,sequence_8:sequence_16,GC_B_cells,IGHM/D,HH151-SI-PP-nonINF_Fol-17,1,2,2
seq8,sequence_9,GC_B_cells,IGHG1,HH151-SI-PP-nonINF_Fol-16,1,1,1
seq9,sequence_11,GC_B_cells,IGHG1,HH151-SI-PP-nonINF_Fol-17,1,1,2
