seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1,GC_B_cells,IGHG1,HH153-SI-PP-nonINF_Fol-3,1,2,3
seq10,sequence_11,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-11,1,1,1
seq11,sequence_12,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-11,1,1,1
seq12,sequence_13,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-11,1,1,1
seq13,sequence_14,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-16,1,1,2
seq14,sequence_15,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-11,1,1,1
seq15,sequence_16,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-16,1,1,2
seq16,sequence_17,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-11,1,1,1
seq17,sequence_18:sequence_20,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-16,1,1,2
seq18,sequence_19,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-11,1,1,1
seq2,sequence_2:sequence_5,GC_B_cells,IGHG1,HH153-SI-PP-nonINF_Fol-3,1,2,3
seq3,sequence_3,GC_B_cells,IGHG1,HH153-SI-PP-nonINF_Fol-3,1,2,3
seq4,sequence_4,GC_B_cells,IGHG1,HH153-SI-PP-nonINF_Fol-3,1,2,3
seq5,sequence_6,GC_B_cells,IGHG1,HH153-SI-PP-nonINF_Fol-3,1,2,3
seq6,sequence_7,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-16,1,1,2
seq7,sequence_8,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-16,1,1,2
seq8,sequence_9,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-16,1,1,2
seq9,sequence_10,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-16,1,1,2
