seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1:sequence_3:sequence_7:sequence_10:sequence_11:sequence_12:sequence_13:sequence_15:sequence_16:sequence_21:sequence_24:sequence_27:sequence_30:sequence_31:sequence_33,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-8:HH153-SI-PP-nonINF_Fol-5:HH153-SI-PP-nonINF_Fol-1:HH153-SI-PP-nonINF_Fol-6,1,1,4
seq10,sequence_18,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,1,2
seq11,sequence_19,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,1,2
seq12,sequence_20,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,1,2
seq13,sequence_22,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,1,2
seq14,sequence_25:sequence_32,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,1,2
seq15,sequence_26,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,1,2
seq16,sequence_28,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,1,2
seq17,sequence_29,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,1,2
seq18,sequence_34,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-7,1,1,3
seq2,sequence_2:sequence_23,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,1,2
seq3,sequence_4,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-1,1,1,1
seq4,sequence_5,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,1,2
seq5,sequence_6,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,1,2
seq6,sequence_8,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,1,2
seq7,sequence_9,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,1,2
seq8,sequence_14,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,1,2
seq9,sequence_17,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-5,1,1,2
