seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-4,1,4,11
seq10,sequence_11,GC_B_cells,IGHA2,HH153-SI-PP-nonINF_Fol-16,1,3,5
seq11,sequence_12:sequence_31:sequence_36:sequence_37,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-19,1,4,9
seq12,sequence_13,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-11,1,1,2
seq13,sequence_14:sequence_15:sequence_20:sequence_30:sequence_38:sequence_39:sequence_40:sequence_41,GC_B_cells:PCs,IGHA1:IGHM/D,HH153-SI-PP-nonINF_Fol-11:HH153-SI-PP-nonINF_Fol-13:HH153-SILP-nonINF,2,2,3
seq14,sequence_16:sequence_17:sequence_18,GC_B_cells,IGHA2,HH153-SI-PP-nonINF_Fol-16,1,3,5
seq15,sequence_19,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-13,1,4,4
seq16,sequence_21:sequence_32,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-13,1,1,4
seq17,sequence_22,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-13,1,4,4
seq18,sequence_23,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-11,1,1,2
seq19,sequence_24,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-18,1,4,8
seq2,sequence_2,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-2,1,1,10
seq20,sequence_25,GC_B_cells,IGHA2,HH153-SI-PP-nonINF_Fol-16,1,3,5
seq21,sequence_26,GC_B_cells,IGHA2,HH153-SI-PP-nonINF_Fol-16,1,3,5
seq22,sequence_27,GC_B_cells,IGHA2,HH153-SI-PP-nonINF_Fol-16,1,3,5
seq23,sequence_29,GC_B_cells,IGHA2,HH153-SI-PP-nonINF_Fol-16,1,3,5
seq24,sequence_33,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-11,1,1,2
seq25,sequence_34,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-11,1,1,2
seq26,sequence_35,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-13,1,4,4
seq27,sequence_44,GC_B_cells,IGHA2,HH153-SI-PP-nonINF_Fol-16,1,3,5
seq3,sequence_3:sequence_6:sequence_42:sequence_43,GC_B_cells:PCs,IGHM/D,HH153-SI-PP-nonINF_Fol-4:HH153-SI-PP-nonINF_Fol-1:HH153-SILP-nonINF,2,4,12
seq4,sequence_4,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-1,1,4,1
seq5,sequence_5,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-4,1,4,11
seq6,sequence_7,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-4,1,4,11
seq7,sequence_8,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-1,1,4,1
seq8,sequence_9:sequence_28,GC_B_cells,IGHA2,HH153-SI-PP-nonINF_Fol-16:HH153-SI-PP-nonINF_Fol-12,1,3,6
seq9,sequence_10,GC_B_cells,IGHA2,HH153-SI-PP-nonINF_Fol-17,1,3,7
