seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1,Memory_Bcells,IGHM/D,HH119-CO-SMILF,1,2,3
seq10,sequence_10,Memory_Bcells,IGHM/D,HH119-SI-PP_Fol-15,1,2,9
seq11,sequence_11,Memory_Bcells,IGHM/D,HH119-SI-PP_Fol-5,1,2,14
seq12,sequence_12,Memory_Bcells,IGHM/D,HH119-SI-PP_Fol-27,1,2,12
seq13,sequence_14,Memory_Bcells,IGHM/D,HH119-SI-PP_Fol-33,1,2,13
seq14,sequence_15,Memory_Bcells,IGHM/D,HH119-SI-PP_Fol-23,1,2,11
seq15,sequence_16:sequence_27,PCs,IGHM/D,HH119-SILP,2,2,4
seq16,sequence_17,PCs,IGHM/D,HH119-SILP,2,2,4
seq17,sequence_18:sequence_25,PCs,IGHM/D,HH119-SILP,2,2,4
seq18,sequence_19:sequence_28,PCs:Memory_Bcells,IGHM/D,HH119-SILP:HH119-CO-SMILF,3,2,6
seq19,sequence_20,PCs,IGHM/D,HH119-SILP,2,2,4
seq2,sequence_2,Memory_Bcells,IGHM/D,HH119-CO-SMILF,1,2,3
seq20,sequence_21,PCs,IGHM/D,HH119-SILP,2,2,4
seq21,sequence_22,PCs,IGHM/D,HH119-SILP,2,2,4
seq22,sequence_23,PCs,IGHM/D,HH119-SILP,2,2,4
seq23,sequence_24,PCs,IGHM/D,HH119-SILP,2,2,4
seq24,sequence_26:sequence_30:sequence_34,PCs,IGHM/D,HH119-SILP:HH119-COLP,2,2,5
seq25,sequence_31,PCs,IGHM/D,HH119-COLP,2,2,1
seq26,sequence_32,Memory_Bcells,IGHM/D,HH119-SI-PP_Fol-16,1,2,10
seq27,sequence_33,PCs,IGHM/D,HH119-SILP,2,2,4
seq28,sequence_35,PCs,IGHA1,HH119-SILP,2,1,4
seq3,sequence_3,Memory_Bcells,IGHM/D,HH119-CO-SMILF,1,2,3
seq4,sequence_4,Memory_Bcells,IGHM/D,HH119-CO-SMILF,1,2,3
seq5,sequence_5,PCs,IGHM/D,HH119-COLP,2,2,1
seq6,sequence_6:sequence_13:sequence_29,PCs:Memory_Bcells,IGHM/D,HH119-COLP:HH119-SI-PP_Fol-18,3,2,2
seq7,sequence_7,Memory_Bcells,IGHM/D,HH119-SI-MILF,1,2,7
seq8,sequence_8,Memory_Bcells,IGHM/D,HH119-SI-MILF,1,2,7
seq9,sequence_9,Memory_Bcells,IGHM/D,HH119-SI-PP_Fol-13,1,2,8
