seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1,PCs,IGHA2,HH119-COLP,3,3,1
seq10,sequence_11,Memory_Bcells,IGHA2,HH119-SI-PP_Fol-27,2,3,8
seq11,sequence_12,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-27,2,6,8
seq12,sequence_13,PCs,NA,HH119-SILP,3,7,3
seq13,sequence_14,Memory_Bcells,IGHA2,HH119-CO-SMILF,2,3,2
seq14,sequence_15,PCs,IGHA1,HH119-COLP,3,1,1
seq15,sequence_16,PCs,IGHA1,HH119-COLP,3,1,1
seq16,sequence_17:sequence_18:sequence_21,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-15:HH119-SI-PP_Fol-14,2,6,6
seq17,sequence_20,Memory_Bcells,IGHG1,HH119-SI-PP_Fol-16,2,4,7
seq18,sequence_22,PCs,IGHA1,HH119-SILP,3,1,3
seq19,sequence_23,PCs,IGHA1,HH119-SILP,3,1,3
seq2,sequence_2:sequence_3,PCs,IGHA1:IGHA2,HH119-COLP,3,2,1
seq20,sequence_24,PCs,IGHA2,HH119-SILP,3,3,3
seq21,sequence_25,PCs,IGHG2,HH119-SILP,3,6,3
seq3,sequence_4,Memory_Bcells,IGHA1,HH119-SI-MILF,2,1,4
seq4,sequence_5,Memory_Bcells,IGHA2,HH119-SI-MILF,2,3,4
seq5,sequence_6,Memory_Bcells,IGHA2,HH119-SI-MILF,2,3,4
seq6,sequence_7:sequence_19,GC_B_cells,IGHG1:IGHG2,HH119-SI-PP_Fol-10:HH119-SI-PP_Fol-8,1,5,5
seq7,sequence_8,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-7,2,6,11
seq8,sequence_9,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-33,2,6,10
seq9,sequence_10,Memory_Bcells,IGHA2,HH119-SI-PP_Fol-28,2,3,9
