seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1:sequence_2,Memory_Bcells:PCs,IGHA1,HH119-CO-SMILF:HH119-COLP,2,1,1
seq10,sequence_11,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-15,1,3,5
seq11,sequence_12,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-7,1,3,13
seq12,sequence_13,Memory_Bcells,IGHA1,HH119-SI-PP_Fol-3,1,1,11
seq13,sequence_14,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-24,1,3,7
seq14,sequence_15:sequence_17:sequence_20:sequence_22:sequence_23:sequence_25,Memory_Bcells:PCs,IGHA2,HH119-SI-PP_Fol-25:HH119-SI-PP_Fol-27:HH119-SI-PP_Fol-20:HH119-SILP,2,2,9
seq15,sequence_16,Memory_Bcells,IGHA2,HH119-SI-PP_Fol-34,1,2,12
seq16,sequence_19,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-25,1,3,8
seq17,sequence_21,Memory_Bcells,IGHA2,HH119-SI-PP_Fol-27,1,2,10
seq18,sequence_24,PCs,IGHA1,HH119-SILP,3,1,2
seq2,sequence_3,Memory_Bcells,IGHA1,HH119-SI-MILF,1,1,3
seq3,sequence_4,Memory_Bcells,NA,HH119-SI-MILF,1,4,3
seq4,sequence_5,Memory_Bcells,IGHG2,HH119-SI-MILF,1,3,3
seq5,sequence_6,Memory_Bcells,IGHG2,HH119-SI-MILF,1,3,3
seq6,sequence_7:sequence_18,Memory_Bcells,IGHA1,HH119-SI-MILF:HH119-SI-PP_Fol-18,1,1,4
seq7,sequence_8,Memory_Bcells,IGHA2,HH119-SI-MILF,1,2,3
seq8,sequence_9,Memory_Bcells,IGHA1,HH119-SI-MILF,1,1,3
seq9,sequence_10,Memory_Bcells,IGHA2,HH119-SI-PP_Fol-2,1,2,6
