"seq_unique","Memory_Bcells","PCs"
"seq1",1,0
"seq2",1,0
"seq3",2,0
"seq4",1,0
"seq5",1,1
"seq6",1,0
"seq7",1,0
"seq8",0,3
"seq9",0,1
