seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1,Memory_Bcells,IGHG2,HH119-CO-SMILF,1,2,1
seq10,sequence_14,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-34,1,2,9
seq11,sequence_15,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-18,1,2,4
seq12,sequence_16,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-24,1,2,6
seq2,sequence_2,Memory_Bcells,IGHG2,HH119-SI-MILF,1,2,2
seq3,sequence_3,Memory_Bcells,IGHG2,HH119-SI-MILF,1,2,2
seq4,sequence_4,Memory_Bcells,IGHG2,HH119-SI-MILF,1,2,2
seq5,sequence_5,Memory_Bcells,IGHG2,HH119-SI-MILF,1,2,2
seq6,sequence_6:sequence_8:sequence_9:sequence_10:sequence_11,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-2,1,2,5
seq7,sequence_7,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-3,1,2,7
seq8,sequence_12,Memory_Bcells,IGHA1,HH119-SI-PP_Fol-15,1,1,3
seq9,sequence_13,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-32,1,2,8
