seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1,Memory_Bcells,IGHG2,HH119-CO-SMILF,1,5,1
seq10,sequence_13:sequence_18,PCs,IGHG2,HH119-SI-MILF:HH119-SI-PP_Fol-5,3,5,6
seq11,sequence_14,Memory_Bcells,IGHG2,HH119-SI-MILF,1,5,5
seq12,sequence_17:sequence_19,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-8:HH119-SI-PP_Fol-9,1,5,8
seq13,sequence_20,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-28,1,5,7
seq14,sequence_21,PCs,IGHG2,HH119-SI-PP_Fol-28,3,5,7
seq15,sequence_22,PCs,IGHA2,HH119-SILP,3,2,4
seq16,sequence_23,PCs,IGHG2,HH119-SILP,3,5,4
seq17,sequence_25,PCs,IGHG2,HH119-SILP,3,5,4
seq18,sequence_28,PCs,IGHA1,HH119-SILP,3,1,4
seq19,sequence_29,PCs,IGHA2,HH119-SILP,3,2,4
seq2,sequence_2:sequence_8,Memory_Bcells,IGHG1:IGHG2,HH119-CO-SMILF,1,4,1
seq20,sequence_30,PCs,IGHG2,HH119-SILP,3,5,4
seq21,sequence_31,PCs,IGHG2,HH119-SILP,3,5,4
seq3,sequence_3,Memory_Bcells,IGHG2,HH119-CO-SMILF,1,5,1
seq4,sequence_4,Memory_Bcells,IGHG2,HH119-CO-SMILF,1,5,1
seq5,sequence_5:sequence_11:sequence_16:sequence_26:sequence_27,Memory_Bcells:PCs,IGHG2:IGHA2,HH119-CO-SMILF:HH119-SI-MILF:HH119-SI-PP_Fol-15:HH119-SILP,2,7,3
seq6,sequence_6:sequence_24,Memory_Bcells:PCs,IGHG2:IGHA1,HH119-CO-SMILF:HH119-SILP,2,6,2
seq7,sequence_7,Memory_Bcells,IGHG2,HH119-CO-SMILF,1,5,1
seq8,sequence_9,Memory_Bcells,IGHG1,HH119-SI-MILF,1,3,5
seq9,sequence_10:sequence_12:sequence_15,Memory_Bcells,IGHG2:NA,HH119-SI-MILF,1,8,5
