seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1:sequence_8,Memory_Bcells,IGHA1,HH119-CO-SMILF:HH119-SI-MILF,1,1,3
seq10,sequence_11,Memory_Bcells,IGHA1,HH119-SI-PP_Fol-2,1,1,6
seq11,sequence_12,Memory_Bcells,IGHA1,HH119-SI-PP_Fol-32,1,1,9
seq12,sequence_13,Memory_Bcells,IGHA1,HH119-SI-PP_Fol-29,1,1,8
seq13,sequence_14,Memory_Bcells,IGHA1,HH119-SI-PP_Fol-20,1,1,7
seq14,sequence_15,PCs,IGHA1,HH119-COLP,2,1,1
seq2,sequence_2,Memory_Bcells,IGHA1,HH119-CO-SMILF,1,1,2
seq3,sequence_3,Memory_Bcells,IGHA1,HH119-CO-SMILF,1,1,2
seq4,sequence_4,Memory_Bcells,IGHA1,HH119-CO-SMILF,1,1,2
seq5,sequence_5,Memory_Bcells,IGHA1,HH119-CO-SMILF,1,1,2
seq6,sequence_6,Memory_Bcells,IGHA1,HH119-CO-SMILF,1,1,2
seq7,sequence_7,PCs,IGHA1,HH119-COLP,2,1,1
seq8,sequence_9,Memory_Bcells,IGHA1,HH119-SI-PP_Fol-14,1,1,4
seq9,sequence_10,Memory_Bcells,IGHG1,HH119-SI-PP_Fol-15,1,2,5
