seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1,Memory_Bcells,IGHA1,HH119-CO-SMILF,1,1,2
seq10,sequence_19,PCs,IGHA2,HH119-COLP,3,3,1
seq11,sequence_20,PCs,IGHA1,HH119-COLP,3,1,1
seq12,sequence_21,Memory_Bcells,IGHA1,HH119-SI-MILF,1,1,5
seq13,sequence_22:sequence_25:sequence_26:sequence_27,PCs,IGHA1:IGHA2:NA,HH119-SILP,3,2,4
seq14,sequence_24,PCs,IGHA1,HH119-SILP,3,1,4
seq2,sequence_2,Memory_Bcells,IGHA2,HH119-CO-SMILF,1,3,2
seq3,sequence_3:sequence_4:sequence_5:sequence_6:sequence_7:sequence_9:sequence_17:sequence_18,Memory_Bcells:PCs,IGHA2:IGHA1,HH119-CO-SMILF:HH119-COLP:HH119-SILP,2,4,3
seq4,sequence_8,PCs,IGHA1,HH119-COLP,3,1,1
seq5,sequence_10:sequence_23,Memory_Bcells:PCs,IGHA2,HH119-SI-MILF:HH119-SILP,2,3,6
seq6,sequence_11:sequence_13:sequence_14,Memory_Bcells,NA:IGHA1:IGHA2,HH119-SI-MILF,1,5,5
seq7,sequence_12,Memory_Bcells,IGHA1,HH119-SI-MILF,1,1,5
seq8,sequence_15,Memory_Bcells,IGHA2,HH119-SI-PP_Fol-30,1,3,8
seq9,sequence_16,Memory_Bcells,IGHA1,HH119-SI-PP_Fol-25,1,1,7
