seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1:sequence_5:sequence_15:sequence_21:sequence_23,Memory_Bcells:PCs,IGHA2:IGHA1,HH119-CO-SMILF:HH119-COLP:HH119-SI-PP_Fol-15,2,2,2
seq10,sequence_17:sequence_22,Memory_Bcells:PCs,IGHA2,HH119-SI-PP_Fol-34:HH119-COLP,2,1,7
seq11,sequence_24:sequence_25,PCs,IGHG2,HH119-SILP,3,3,4
seq2,sequence_2:sequence_3,Memory_Bcells,IGHA2,HH119-CO-SMILF,1,1,1
seq3,sequence_4:sequence_16,Memory_Bcells,IGHA2,HH119-CO-SMILF:HH119-SI-PP_Fol-33,1,1,3
seq4,sequence_6,Memory_Bcells,IGHA2,HH119-SI-MILF,1,1,5
seq5,sequence_7:sequence_18:sequence_20,Memory_Bcells:PCs,IGHA2,HH119-SI-MILF:HH119-SI-PP_Fol-24:HH119-COLP,2,1,6
seq6,sequence_8:sequence_10,Memory_Bcells,IGHA2,HH119-SI-MILF,1,1,5
seq7,sequence_9:sequence_11,Memory_Bcells,IGHG2:IGHA1,HH119-SI-MILF,1,4,5
seq8,sequence_12:sequence_13:sequence_19,Memory_Bcells,IGHA2,HH119-SI-PP_Fol-5:HH119-SI-PP_Fol-12:HH119-SI-PP_Fol-23,1,1,9
seq9,sequence_14,Memory_Bcells,IGHA2,HH119-SI-PP_Fol-4,1,1,8
