seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1,Memory_Bcells,IGHA2,HH119-CO-SMILF,2,4,1
seq10,sequence_10,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-10,2,5,6
seq11,sequence_11:sequence_13:sequence_18:sequence_19:sequence_25:sequence_65:sequence_66,Memory_Bcells:PCs,IGHG2:IGHA2,HH119-SI-PP_Fol-25:HH119-SI-PP_Fol-24:HH119-SI-PP_Fol-27:HH119-SI-PP_Fol-26:HH119-SILP,3,7,9
seq12,sequence_12:sequence_56,Memory_Bcells:PCs,IGHG2:IGHA1,HH119-SI-PP_Fol-24:HH119-SILP,3,6,7
seq13,sequence_14,Memory_Bcells,IGHA2,HH119-SI-PP_Fol-26,2,4,10
seq14,sequence_15,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-25,2,5,8
seq15,sequence_16:sequence_17,GC_B_cells,IGHA2,HH119-SI-PP_Fol-6,1,4,12
seq16,sequence_20,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-33,2,5,11
seq17,sequence_24:sequence_30:sequence_53:sequence_63:sequence_64,PCs,IGHG2:NA,HH119-SILP,5,8,2
seq18,sequence_26:sequence_31:sequence_32:sequence_33:sequence_35:sequence_39:sequence_41:sequence_42:sequence_43:sequence_44:sequence_47:sequence_49:sequence_51:sequence_54:sequence_55:sequence_57:sequence_60:sequence_61,PCs,IGHA1:IGHA2:IGHG2:NA,HH119-SILP,5,3,2
seq19,sequence_27:sequence_29:sequence_37:sequence_40,PCs,IGHA1:IGHA2,HH119-SILP,5,2,2
seq2,sequence_2:sequence_22:sequence_23,Memory_Bcells:Unconventional_Bcells,IGHG2,HH119-SI-MILF:HH119-SI-PP_Fol-23:HH119-SI-PP_Fol-21,4,5,5
seq20,sequence_28:sequence_45:sequence_67,PCs,IGHM/D:NA:IGHG2,HH119-SILP,5,9,2
seq21,sequence_34,PCs,IGHA1,HH119-SILP,5,1,2
seq22,sequence_36,PCs,IGHA1,HH119-SILP,5,1,2
seq23,sequence_38,PCs,IGHA2,HH119-SILP,5,4,2
seq24,sequence_46,PCs,NA,HH119-SILP,5,10,2
seq25,sequence_48,PCs,IGHA1,HH119-SILP,5,1,2
seq26,sequence_50,PCs,NA,HH119-SILP,5,10,2
seq27,sequence_52,PCs,IGHG2,HH119-SILP,5,5,2
seq28,sequence_58,PCs,IGHA2,HH119-SILP,5,4,2
seq29,sequence_59,PCs,IGHA1,HH119-SILP,5,1,2
seq3,sequence_3,Memory_Bcells,IGHG2,HH119-SI-MILF,2,5,3
seq30,sequence_62,PCs,IGHA1,HH119-SILP,5,1,2
seq4,sequence_4,Memory_Bcells,IGHG2,HH119-SI-MILF,2,5,3
seq5,sequence_5:sequence_21,Memory_Bcells,IGHA2,HH119-SI-MILF:HH119-SI-PP_Fol-23,2,4,4
seq6,sequence_6,Memory_Bcells,IGHG2,HH119-SI-MILF,2,5,3
seq7,sequence_7,PCs,IGHG2,HH119-SI-MILF,5,5,3
seq8,sequence_8,Memory_Bcells,IGHG2,HH119-SI-MILF,2,5,3
seq9,sequence_9,Memory_Bcells,IGHG2,HH119-SI-MILF,2,5,3
