seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1,Memory_Bcells,IGHA2,HH119-CO-SMILF,1,2,1
seq10,sequence_10,Memory_Bcells,IGHA1,HH119-SI-PP_Fol-7,1,1,10
seq11,sequence_11:sequence_17,Memory_Bcells,IGHM/D:IGHA2,HH119-SI-PP_Fol-11:HH119-SI-PP_Fol-25,1,5,4
seq12,sequence_12,Memory_Bcells,IGHM/D,HH119-SI-PP_Fol-3,1,4,9
seq13,sequence_13,Memory_Bcells,IGHA2,HH119-SI-PP_Fol-9,1,2,11
seq14,sequence_14,Memory_Bcells,IGHA2,HH119-SI-PP_Fol-22,1,2,6
seq15,sequence_15,Memory_Bcells,IGHA2,HH119-SI-PP_Fol-29,1,2,8
seq16,sequence_16,Memory_Bcells,IGHA2,HH119-SI-PP_Fol-25,1,2,7
seq17,sequence_18,PCs,IGHA1,HH119-SILP,2,1,2
seq18,sequence_19:sequence_20,PCs,IGHA2:IGHA1,HH119-SILP,2,3,2
seq19,sequence_21:sequence_22:sequence_23,PCs,IGHA2:IGHA1,HH119-SILP,2,3,2
seq2,sequence_2,Memory_Bcells,IGHA2,HH119-CO-SMILF,1,2,1
seq3,sequence_3,Memory_Bcells,IGHA2,HH119-CO-SMILF,1,2,1
seq4,sequence_4,Memory_Bcells,IGHA2,HH119-SI-MILF,1,2,3
seq5,sequence_5,Memory_Bcells,IGHA2,HH119-SI-MILF,1,2,3
seq6,sequence_6,Memory_Bcells,IGHA1,HH119-SI-MILF,1,1,3
seq7,sequence_7,Memory_Bcells,IGHA2,HH119-SI-MILF,1,2,3
seq8,sequence_8,Memory_Bcells,IGHM/D,HH119-SI-PP_Fol-13,1,4,5
seq9,sequence_9,Memory_Bcells,IGHA2,HH119-SI-PP_Fol-13,1,2,5
