seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1:sequence_2:sequence_8,Memory_Bcells,IGHA2,HH119-CO-SMILF:HH119-SI-MILF,1,2,2
seq10,sequence_17,Memory_Bcells,IGHA2,HH119-SI-PP_Fol-24,1,2,7
seq11,sequence_18,Memory_Bcells,IGHA2,HH119-SI-PP_Fol-33,1,2,8
seq12,sequence_19,Memory_Bcells,IGHM/D,HH119-SI-MILF,1,3,3
seq2,sequence_3,PCs,IGHA1,HH119-COLP,2,1,1
seq3,sequence_4,Memory_Bcells,IGHM/D,HH119-SI-MILF,1,3,3
seq4,sequence_5:sequence_9:sequence_10:sequence_13,Memory_Bcells,IGHM/D,HH119-SI-MILF:HH119-SI-PP_Fol-12:HH119-SI-PP_Fol-10,1,3,4
seq5,sequence_6:sequence_11:sequence_14,Memory_Bcells,IGHM/D:IGHA2,HH119-SI-MILF:HH119-SI-PP_Fol-13:HH119-SI-PP_Fol-4,1,4,5
seq6,sequence_7,Memory_Bcells,IGHA2,HH119-SI-MILF,1,2,3
seq7,sequence_12,Memory_Bcells,IGHM/D,HH119-SI-PP_Fol-14,1,3,6
seq8,sequence_15,Memory_Bcells,IGHA2,HH119-SI-PP_Fol-7,1,2,9
seq9,sequence_16,Memory_Bcells,IGHA2,HH119-SI-PP_Fol-14,1,2,6
