seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1,Memory_Bcells,IGHA2,HH119-CO-SMILF,1,2,2
seq10,sequence_10:sequence_19:sequence_20:sequence_21:sequence_23,PCs,IGHA2:IGHA1,HH119-COLP,2,3,1
seq11,sequence_11,Memory_Bcells,IGHA2,HH119-SI-MILF,1,2,4
seq12,sequence_12:sequence_15,Memory_Bcells,IGHG2,HH119-SI-MILF:HH119-SI-PP_Fol-9,1,4,5
seq13,sequence_13,Memory_Bcells,IGHA2,HH119-SI-MILF,1,2,4
seq14,sequence_14,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-6,1,4,8
seq15,sequence_16,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-30,1,4,7
seq16,sequence_17,Memory_Bcells,IGHG2,HH119-SI-PP_Fol-22,1,4,6
seq17,sequence_18,PCs,IGHG2,HH119-SILP,2,4,3
seq18,sequence_22,PCs,IGHA2,HH119-COLP,2,2,1
seq19,sequence_24,PCs,IGHA1,HH119-COLP,2,1,1
seq2,sequence_2,Memory_Bcells,IGHG2,HH119-CO-SMILF,1,4,2
seq20,sequence_25,PCs,IGHA2,HH119-SILP,2,2,3
seq3,sequence_3,Memory_Bcells,IGHG2,HH119-CO-SMILF,1,4,2
seq4,sequence_4,Memory_Bcells,IGHG2,HH119-CO-SMILF,1,4,2
seq5,sequence_5,Memory_Bcells,IGHA2,HH119-CO-SMILF,1,2,2
seq6,sequence_6,Memory_Bcells,IGHG2,HH119-CO-SMILF,1,4,2
seq7,sequence_7,Memory_Bcells,IGHA2,HH119-CO-SMILF,1,2,2
seq8,sequence_8,Memory_Bcells,IGHG2,HH119-CO-SMILF,1,4,2
seq9,sequence_9,PCs,IGHA2,HH119-COLP,2,2,1
