seq_unique,seq_name,L1_annotation,c_call,sample_clean_fol,L1_annotation_int,c_call_int,sample_clean_fol_int
seq1,sequence_1:sequence_302:sequence_481:sequence_784,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq10,sequence_10:sequence_19:sequence_117:sequence_123:sequence_182:sequence_217:sequence_242:sequence_246:sequence_262:sequence_430:sequence_496:sequence_526:sequence_603:sequence_679:sequence_788:sequence_812:sequence_858,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq100,sequence_141,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq101,sequence_142:sequence_574,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq102,sequence_143,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq103,sequence_145,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq104,sequence_147,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq105,sequence_151:sequence_213:sequence_342:sequence_345:sequence_369:sequence_519:sequence_787:sequence_798:sequence_864,GC_B_cells,IGHG1:NA,HH119-SI-PP_Fol-34,1,4,8
seq106,sequence_152,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq107,sequence_154,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq108,sequence_155,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq109,sequence_156,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq11,sequence_11:sequence_34:sequence_173:sequence_225:sequence_339:sequence_426:sequence_461:sequence_531:sequence_654,GC_B_cells,IGHG1:NA,HH119-SI-PP_Fol-34:HH119-SI-PP_Fol-23,1,4,10
seq110,sequence_157,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq111,sequence_160:sequence_641,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq112,sequence_161:sequence_440:sequence_450,GC_B_cells,IGHG1:NA,HH119-SI-PP_Fol-34,1,4,8
seq113,sequence_165,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq114,sequence_166,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq115,sequence_167,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq116,sequence_168:sequence_419:sequence_567:sequence_590:sequence_821,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq117,sequence_169,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq118,sequence_170:sequence_294:sequence_386:sequence_693,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq119,sequence_171,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq12,sequence_12,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq120,sequence_172:sequence_205,Memory_Bcells:GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,4,1,8
seq121,sequence_174:sequence_226,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq122,sequence_176,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq123,sequence_177:sequence_856,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq124,sequence_180:sequence_236:sequence_851,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq125,sequence_183,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq126,sequence_185,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq127,sequence_187,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq128,sequence_188:sequence_743,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq129,sequence_189,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq13,sequence_13,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq130,sequence_190:sequence_545,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq131,sequence_191:sequence_728,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq132,sequence_193,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq133,sequence_196,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq134,sequence_197,GC_B_cells,NA,HH119-SI-PP_Fol-34,1,8,8
seq135,sequence_202:sequence_859,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq136,sequence_204:sequence_360:sequence_455,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq137,sequence_206,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq138,sequence_209,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq139,sequence_210,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq14,sequence_14:sequence_296,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq140,sequence_211,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq141,sequence_212,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq142,sequence_214,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq143,sequence_215:sequence_289,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq144,sequence_216:sequence_514:sequence_580:sequence_718,Memory_Bcells:GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,4,1,8
seq145,sequence_218,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq146,sequence_219:sequence_415:sequence_445,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq147,sequence_221,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq148,sequence_222,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq149,sequence_223,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq15,sequence_15,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq150,sequence_227,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq151,sequence_228:sequence_381,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq152,sequence_231,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq153,sequence_232,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq154,sequence_234,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq155,sequence_237,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq156,sequence_238:sequence_338,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq157,sequence_239,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
seq158,sequence_244,GC_B_cells,IGHG1,HH119-SI-PP_Fol-34,1,1,8
