seq_unique,seq_name,L1_annotation,c_call,sample_clean_fol,L1_annotation_int,c_call_int,sample_clean_fol_int
seq1,sequence_1,Memory_Bcells,IGHM,HH117-SI-MILF-nonINF,2,1,1
seq10,sequence_10,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq11,sequence_11,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq12,sequence_12,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq13,sequence_13,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq14,sequence_15,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq15,sequence_16,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-17,1,1,5
seq16,sequence_17,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq17,sequence_18:sequence_21:sequence_31:sequence_35,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq18,sequence_19,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq19,sequence_20,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq2,sequence_2,Memory_Bcells,IGHM,HH117-SI-MILF-nonINF,2,1,1
seq20,sequence_22,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-18,1,1,6
seq21,sequence_23,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq22,sequence_24,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq23,sequence_25,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq24,sequence_26,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq25,sequence_27,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq26,sequence_29,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-14,1,1,3
seq27,sequence_30,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq28,sequence_32,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq29,sequence_33,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq3,sequence_3,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-16,1,1,4
seq30,sequence_34,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq31,sequence_36,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq32,sequence_37,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq33,sequence_38,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq34,sequence_39,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq35,sequence_40,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq36,sequence_41,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq37,sequence_42,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq38,sequence_43,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq39,sequence_44,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq4,sequence_4,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-18,1,1,6
seq40,sequence_45,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq5,sequence_5,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq6,sequence_6,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq7,sequence_7:sequence_14:sequence_28,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq8,sequence_8,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
seq9,sequence_9,GC_B_cells,IGHM,HH117-SI-PP-nonINF_Fol-1,1,1,2
