"seq_unique","GC_B_cells","PCs"
"seq1",6,0
"seq10",1,0
"seq11",1,0
"seq12",1,0
"seq13",1,0
"seq14",1,0
"seq15",1,0
"seq16",1,0
"seq17",1,0
"seq18",1,0
"seq19",1,0
"seq2",1,0
"seq20",1,0
"seq21",0,1
"seq22",0,1
"seq3",0,1
"seq4",4,0
"seq5",2,0
"seq6",1,0
"seq7",1,0
"seq8",1,0
"seq9",1,0
