seq_unique,seq_name,L1_annotation,c_call,sample_clean_fol,L1_annotation_int,c_call_int,sample_clean_fol_int
seq1,sequence_1:sequence_11:sequence_27:sequence_30:sequence_31:sequence_40:sequence_42:sequence_44:sequence_48:sequence_51:sequence_52:sequence_53:sequence_80:sequence_90:sequence_93:sequence_94:sequence_107:sequence_125:sequence_152:sequence_155:sequence_157,GC_B_cells:PCs,IGHA1,HH119-SI-PP_Fol-8,2,1,8
seq10,sequence_63,PCs,IGHA1,HH119-SI-PP_Fol-8,3,1,8
seq11,sequence_65:sequence_135,GC_B_cells,IGHA1,HH119-SI-PP_Fol-8,1,1,8
seq12,sequence_66:sequence_114:sequence_123:sequence_126:sequence_127:sequence_137:sequence_183,GC_B_cells,IGHA1,HH119-SI-PP_Fol-9,1,1,11
seq13,sequence_71:sequence_83:sequence_106:sequence_147:sequence_179:sequence_180:sequence_181:sequence_186,PCs:GC_B_cells,IGHA1,HH119-SI-PP_Fol-8:HH119-SILP,4,1,9
seq14,sequence_73,GC_B_cells,IGHA1,HH119-SI-PP_Fol-8,1,1,8
seq15,sequence_75:sequence_87:sequence_102:sequence_120:sequence_130,PCs,IGHA1,HH119-SI-PP_Fol-9,3,1,11
seq16,sequence_76:sequence_78:sequence_105:sequence_108:sequence_129:sequence_139,PCs,IGHA1,HH119-SI-PP_Fol-9,3,1,11
seq17,sequence_79:sequence_96,PCs,IGHA1,HH119-SI-PP_Fol-9,3,1,11
seq18,sequence_82,GC_B_cells,IGHA1,HH119-SI-PP_Fol-8,1,1,8
seq19,sequence_84:sequence_88:sequence_140,PCs,IGHA1,HH119-SI-PP_Fol-9,3,1,11
